index,trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,trace_name_original,trace_chunk
322,"bucket0$271,:3,:6001",2014-03-30T09:24:23.559900,MQ,GBM,14.799451,-61.159276,800.0,2124.0,,2124,100.0,ZNE,train,"bucket1$271,:3,:6001",
323,"bucket0$272,:3,:6001",2014-03-30T09:23:54.059900,MQ,BAM,14.8171,-61.1445,670.0,5120.0,,5120,100.0,ZNE,train,"bucket1$272,:3,:6001",
324,"bucket0$273,:3,:6001",2014-03-30T09:24:20.610000,MQ,IA2,14.80307,-61.20515,289.0,2476.0,2556.0,2476,100.0,ZNE,train,"bucket1$273,:3,:6001",
325,"bucket1$30,:3,:6001",2014-04-01T19:23:54.640000,MQ,LAM,14.81292,-61.16314,1240.0,2493.0,2589.0,2493,100.0,ZNE,test,"bucket0$30,:3,:6001",
326,"bucket0$274,:3,:6001",2014-04-01T19:23:50.439900,MQ,GBM,14.799451,-61.159276,800.0,2896.0,,2896,100.0,ZNE,train,"bucket1$274,:3,:6001",
327,"bucket0$275,:3,:6001",2014-04-01T21:23:06.699900,MQ,GBM,14.799451,-61.159276,800.0,1152.0,,1152,100.0,ZNE,train,"bucket1$275,:3,:6001",
328,"bucket0$276,:3,:6001",2014-04-01T21:22:53.400000,MQ,LAM,14.81292,-61.16314,1240.0,2501.0,2565.0,2501,100.0,ZNE,train,"bucket1$276,:3,:6001",
329,"bucket0$277,:3,:6001",2014-04-01T21:22:48.709900,MQ,BAM,14.8171,-61.1445,670.0,2985.0,,2985,100.0,ZNE,train,"bucket1$277,:3,:6001",
330,"bucket0$278,:3,:6001",2014-04-01T23:06:53.279900,MQ,BAM,14.8171,-61.1445,670.0,5378.0,,5378,100.0,ZNE,train,"bucket1$278,:3,:6001",
331,"bucket0$279,:3,:6001",2014-04-01T23:07:32.359900,MQ,GBM,14.799451,-61.159276,800.0,1478.0,,1478,100.0,ZNE,train,"bucket1$279,:3,:6001",
332,"bucket0$280,:3,:6001",2014-04-01T23:07:26.510000,MQ,IA2,14.80307,-61.20515,289.0,2122.0,2283.0,2122,100.0,ZNE,train,"bucket1$280,:3,:6001",
333,"bucket0$281,:3,:6001",2014-04-01T23:07:22.879900,MQ,CPM,14.8168,-61.2074,242.0,2519.0,,2519,100.0,ZNE,train,"bucket1$281,:3,:6001",
334,"bucket0$282,:3,:6001",2014-04-01T23:07:05.460000,MQ,LAM,14.81292,-61.16314,1240.0,4401.0,,4401,100.0,ZNE,train,"bucket1$282,:3,:6001",
335,"bucket1$31,:3,:6001",2014-04-01T23:11:26.969900,MQ,BAM,14.8171,-61.1445,670.0,621.0,,621,100.0,ZNE,test,"bucket0$31,:3,:6001",
336,"bucket1$32,:3,:6001",2014-04-01T23:11:14.049900,MQ,GBM,14.799451,-61.159276,800.0,1929.0,,1929,100.0,ZNE,test,"bucket0$32,:3,:6001",
337,"bucket0$283,:3,:6001",2014-04-01T23:11:14.530000,MQ,IA2,14.80307,-61.20515,289.0,1883.0,2042.0,1883,100.0,ZNE,train,"bucket1$283,:3,:6001",
338,"bucket0$284,:3,:6001",2014-04-01T23:10:43.479900,MQ,CPM,14.8168,-61.2074,242.0,5015.0,,5015,100.0,ZNE,train,"bucket1$284,:3,:6001",
339,"bucket1$33,:3,:6001",2014-04-01T23:10:45.900000,MQ,LAM,14.81292,-61.16314,1240.0,,4983.0,4983,100.0,ZNE,test,"bucket0$33,:3,:6001",
340,"bucket0$285,:3,:6001",2014-04-02T01:45:07.370000,MQ,LAM,14.81292,-61.16314,1240.0,646.0,721.0,646,100.0,ZNE,train,"bucket1$285,:3,:6001",
341,"bucket3$21,:3,:6001",2014-04-02T01:45:04.999900,MQ,GBM,14.799451,-61.159276,800.0,914.0,,914,100.0,ZNE,dev,"bucket2$21,:3,:6001",
342,"bucket0$286,:3,:6001",2014-04-02T01:44:57.229900,MQ,BAM,14.8171,-61.1445,670.0,1759.0,,1759,100.0,ZNE,train,"bucket1$286,:3,:6001",
343,"bucket0$287,:3,:6001",2014-04-02T01:44:32.540000,MQ,IA2,14.80307,-61.20515,289.0,,4293.0,4293,100.0,ZNE,train,"bucket1$287,:3,:6001",
344,"bucket3$22,:3,:6001",2014-04-02T03:28:44.569900,MQ,GBM,14.799451,-61.159276,800.0,3958.0,,3958,100.0,ZNE,dev,"bucket2$22,:3,:6001",
345,"bucket1$34,:3,:6001",2014-04-02T03:29:14.030000,MQ,LAM,14.81292,-61.16314,1240.0,1013.0,1067.0,1013,100.0,ZNE,test,"bucket0$34,:3,:6001",
346,"bucket0$288,:3,:6001",2014-04-02T03:28:41.479900,MQ,BAM,14.8171,-61.1445,670.0,4311.0,,4311,100.0,ZNE,train,"bucket1$288,:3,:6001",
347,"bucket0$289,:3,:6001",2014-04-02T04:43:03.669900,MQ,BAM,14.8171,-61.1445,670.0,2013.0,,2013,100.0,ZNE,train,"bucket1$289,:3,:6001",
348,"bucket1$35,:3,:6001",2014-04-02T04:43:11.330000,MQ,LAM,14.81292,-61.16314,1240.0,1271.0,1320.0,1271,100.0,ZNE,test,"bucket0$35,:3,:6001",
349,"bucket0$290,:3,:6001",2014-04-02T04:43:15.549900,MQ,GBM,14.799451,-61.159276,800.0,849.0,,849,100.0,ZNE,train,"bucket1$290,:3,:6001",
350,"bucket0$291,:3,:6001",2014-04-02T06:45:46.470000,MQ,LAM,14.81292,-61.16314,1240.0,2400.0,3074.0,2400,100.0,ZNE,train,"bucket1$291,:3,:6001",
351,"bucket3$23,:3,:6001",2014-04-02T06:45:22.039900,MQ,GBM,14.799451,-61.159276,800.0,4845.0,,4845,100.0,ZNE,dev,"bucket2$23,:3,:6001",
352,"bucket0$292,:3,:6001",2014-04-02T06:45:56.789900,MQ,BAM,14.8171,-61.1445,670.0,1404.0,,1404,100.0,ZNE,train,"bucket1$292,:3,:6001",
353,"bucket3$24,:3,:6001",2014-04-02T06:45:43.089900,MQ,MLM,14.7846,-61.1786,370.0,2789.0,,2789,100.0,ZNE,dev,"bucket2$24,:3,:6001",
354,"bucket0$293,:3,:6001",2014-04-02T06:45:42.159900,MQ,CPM,14.8168,-61.2074,242.0,2886.0,,2886,100.0,ZNE,train,"bucket1$293,:3,:6001",
355,"bucket3$25,:3,:6001",2014-04-02T06:45:51.740000,MQ,IA2,14.80307,-61.20515,289.0,1973.0,2517.0,1973,100.0,ZNE,dev,"bucket2$25,:3,:6001",
356,"bucket3$26,:3,:6001",2014-04-02T07:06:04.409900,MQ,GBM,14.799451,-61.159276,800.0,3808.0,,3808,100.0,ZNE,dev,"bucket2$26,:3,:6001",
357,"bucket0$294,:3,:6001",2014-04-02T07:06:00.420000,MQ,LAM,14.81292,-61.16314,1240.0,4226.0,4422.0,4226,100.0,ZNE,train,"bucket1$294,:3,:6001",
358,"bucket0$295,:3,:6001",2014-04-02T07:06:26.519900,MQ,BAM,14.8171,-61.1445,670.0,1688.0,,1688,100.0,ZNE,train,"bucket1$295,:3,:6001",
359,"bucket0$296,:3,:6001",2014-04-02T07:20:51.419900,MQ,GBM,14.799451,-61.159276,800.0,1192.0,,1192,100.0,ZNE,train,"bucket1$296,:3,:6001",
360,"bucket0$297,:3,:6001",2014-04-02T07:20:18.020000,MQ,LAM,14.81292,-61.16314,1240.0,4533.0,4614.0,4533,100.0,ZNE,train,"bucket1$297,:3,:6001",
361,"bucket1$36,:3,:6001",2014-04-02T07:20:49.729900,MQ,BAM,14.8171,-61.1445,670.0,1399.0,,1399,100.0,ZNE,test,"bucket0$36,:3,:6001",
362,"bucket0$298,:3,:6001",2014-04-02T07:20:28.760000,MQ,IA2,14.80307,-61.20515,289.0,3511.0,3619.0,3511,100.0,ZNE,train,"bucket1$298,:3,:6001",
363,"bucket0$299,:3,:6001",2014-04-02T07:26:55.860000,MQ,LAM,14.81292,-61.16314,1240.0,4298.0,4381.0,4298,100.0,ZNE,train,"bucket1$299,:3,:6001",
364,"bucket0$300,:3,:6001",2014-04-02T07:27:26.789900,MQ,GBM,14.799451,-61.159276,800.0,1215.0,,1215,100.0,ZNE,train,"bucket1$300,:3,:6001",
365,"bucket0$301,:3,:6001",2014-04-02T07:27:01.629900,MQ,BAM,14.8171,-61.1445,670.0,3732.0,,3732,100.0,ZNE,train,"bucket1$301,:3,:6001",
366,"bucket0$302,:3,:6001",2014-04-02T08:25:16.940000,MQ,LAM,14.81292,-61.16314,1240.0,4757.0,4826.0,4757,100.0,ZNE,train,"bucket1$302,:3,:6001",
367,"bucket1$37,:3,:6001",2014-04-02T08:25:39.529900,MQ,GBM,14.799451,-61.159276,800.0,2507.0,,2507,100.0,ZNE,test,"bucket0$37,:3,:6001",
368,"bucket0$303,:3,:6001",2014-04-02T08:25:23.189900,MQ,BAM,14.8171,-61.1445,670.0,4160.0,,4160,100.0,ZNE,train,"bucket1$303,:3,:6001",
369,"bucket0$304,:3,:6001",2014-04-02T08:53:36.490000,MQ,LAM,14.81292,-61.16314,1240.0,3686.0,3849.0,3686,100.0,ZNE,train,"bucket1$304,:3,:6001",
370,"bucket1$38,:3,:6001",2014-04-02T08:53:32.899900,MQ,GBM,14.799451,-61.159276,800.0,4048.0,,4048,100.0,ZNE,test,"bucket0$38,:3,:6001",
371,"bucket0$305,:3,:6001",2014-04-02T08:53:28.789900,MQ,BAM,14.8171,-61.1445,670.0,4497.0,,4497,100.0,ZNE,train,"bucket1$305,:3,:6001",
372,"bucket0$306,:3,:6001",2014-04-02T08:53:25.730000,MQ,IA2,14.80307,-61.20515,289.0,4860.0,4941.0,4860,100.0,ZNE,train,"bucket1$306,:3,:6001",
373,"bucket0$307,:3,:6001",2014-04-02T08:53:20.980000,WI,SAM,14.84108,-61.1638,485.0,5385.0,5476.0,5385,100.0,ZNE,train,"bucket1$307,:3,:6001",
374,"bucket0$308,:3,:6001",2014-04-02T10:35:12.900000,MQ,LAM,14.81292,-61.16314,1240.0,2738.0,2821.0,2738,100.0,ZNE,train,"bucket1$308,:3,:6001",
375,"bucket0$309,:3,:6001",2014-04-02T10:34:48.440000,MQ,IA2,14.80307,-61.20515,289.0,5204.0,5324.0,5204,100.0,ZNE,train,"bucket1$309,:3,:6001",
376,"bucket0$310,:3,:6001",2014-04-02T10:34:48.150000,WI,SAM,14.84108,-61.1638,485.0,5235.0,5335.0,5235,100.0,ZNE,train,"bucket1$310,:3,:6001",
377,"bucket0$311,:3,:6001",2014-04-02T10:35:08.419900,MQ,GBM,14.799451,-61.159276,800.0,3213.0,,3213,100.0,ZNE,train,"bucket1$311,:3,:6001",
378,"bucket0$312,:3,:6001",2014-04-02T10:35:33.829900,MQ,BAM,14.8171,-61.1445,670.0,676.0,,676,100.0,ZNE,train,"bucket1$312,:3,:6001",
379,"bucket0$313,:3,:6001",2014-04-02T10:34:48.819900,MQ,CPM,14.8168,-61.2074,242.0,5184.0,,5184,100.0,ZNE,train,"bucket1$313,:3,:6001",
380,"bucket0$314,:3,:6001",2014-04-02T11:21:29.089900,MQ,GBM,14.799451,-61.159276,800.0,997.0,,997,100.0,ZNE,train,"bucket1$314,:3,:6001",
381,"bucket0$315,:3,:6001",2014-04-02T11:21:32.429900,MQ,BAM,14.8171,-61.1445,670.0,789.0,,789,100.0,ZNE,train,"bucket1$315,:3,:6001",
382,"bucket0$316,:3,:6001",2014-04-02T12:18:00.320000,MQ,LAM,14.81292,-61.16314,1240.0,3829.0,4226.0,3829,100.0,ZNE,train,"bucket1$316,:3,:6001",
383,"bucket0$317,:3,:6001",2014-04-02T12:18:14.289900,MQ,GBM,14.799451,-61.159276,800.0,2486.0,,2486,100.0,ZNE,train,"bucket1$317,:3,:6001",
384,"bucket1$39,:3,:6001",2014-04-02T12:18:13.219900,MQ,BAM,14.8171,-61.1445,670.0,2651.0,,2651,100.0,ZNE,test,"bucket0$39,:3,:6001",
385,"bucket0$318,:3,:6001",2014-04-02T12:18:00.020000,MQ,IA2,14.80307,-61.20515,289.0,,4185.0,4185,100.0,ZNE,train,"bucket1$318,:3,:6001",
386,"bucket0$319,:3,:6001",2014-04-02T12:18:17.330000,WI,SAM,14.84108,-61.1638,485.0,,2478.0,2478,100.0,ZNE,train,"bucket1$319,:3,:6001",
387,"bucket1$40,:3,:6001",2014-04-02T12:18:02.279900,MQ,MLM,14.7846,-61.1786,370.0,3989.0,,3989,100.0,ZNE,test,"bucket0$40,:3,:6001",
388,"bucket3$27,:3,:6001",2014-04-02T12:18:29.259900,MQ,CPM,14.8168,-61.2074,242.0,1374.0,,1374,100.0,ZNE,dev,"bucket2$27,:3,:6001",
389,"bucket3$28,:3,:6001",2014-04-02T12:46:08.690000,MQ,LAM,14.81292,-61.16314,1240.0,5349.0,5415.0,5349,100.0,ZNE,dev,"bucket2$28,:3,:6001",
390,"bucket0$320,:3,:6001",2014-04-02T12:46:16.909900,MQ,GBM,14.799451,-61.159276,800.0,4539.0,,4539,100.0,ZNE,train,"bucket1$320,:3,:6001",
391,"bucket0$321,:3,:6001",2014-04-02T12:46:35.549900,MQ,BAM,14.8171,-61.1445,670.0,2678.0,,2678,100.0,ZNE,train,"bucket1$321,:3,:6001",
392,"bucket0$322,:3,:6001",2014-04-02T13:21:55.110000,MQ,LAM,14.81292,-61.16314,1240.0,4159.0,4627.0,4159,100.0,ZNE,train,"bucket1$322,:3,:6001",
393,"bucket1$41,:3,:6001",2014-04-02T13:21:59.489900,MQ,GBM,14.799451,-61.159276,800.0,3771.0,,3771,100.0,ZNE,test,"bucket0$41,:3,:6001",
394,"bucket3$29,:3,:6001",2014-04-02T13:22:21.659900,MQ,BAM,14.8171,-61.1445,670.0,1671.0,,1671,100.0,ZNE,dev,"bucket2$29,:3,:6001",
395,"bucket0$323,:3,:6001",2014-04-02T13:22:05.280000,WI,SAM,14.84108,-61.1638,485.0,3354.0,3776.0,3354,100.0,ZNE,train,"bucket1$323,:3,:6001",
396,"bucket0$324,:3,:6001",2014-04-02T13:22:21.660000,MQ,IA2,14.80307,-61.20515,289.0,,2083.0,2083,100.0,ZNE,train,"bucket1$324,:3,:6001",
397,"bucket0$325,:3,:6001",2014-04-02T13:42:23.160000,MQ,LAM,14.81292,-61.16314,1240.0,3925.0,4260.0,3925,100.0,ZNE,train,"bucket1$325,:3,:6001",
398,"bucket0$326,:3,:6001",2014-04-02T13:42:35.849900,MQ,GBM,14.799451,-61.159276,800.0,2657.0,,2657,100.0,ZNE,train,"bucket1$326,:3,:6001",
399,"bucket0$327,:3,:6001",2014-04-02T13:42:50.529900,MQ,BAM,14.8171,-61.1445,670.0,1222.0,,1222,100.0,ZNE,train,"bucket1$327,:3,:6001",
400,"bucket1$42,:3,:6001",2014-04-02T13:42:15.570000,WI,SAM,14.84108,-61.1638,485.0,4830.0,5102.0,4830,100.0,ZNE,test,"bucket0$42,:3,:6001",
401,"bucket0$328,:3,:6001",2014-04-02T13:42:19.099900,MQ,CPM,14.8168,-61.2074,242.0,4954.0,,4954,100.0,ZNE,train,"bucket1$328,:3,:6001",
402,"bucket0$329,:3,:6001",2014-04-02T15:28:39.840000,MQ,LAM,14.81292,-61.16314,1240.0,3650.0,3876.0,3650,100.0,ZNE,train,"bucket1$329,:3,:6001",
403,"bucket0$330,:3,:6001",2014-04-02T15:28:26.589900,MQ,GBM,14.799451,-61.159276,800.0,5018.0,,5018,100.0,ZNE,train,"bucket1$330,:3,:6001",
404,"bucket0$331,:3,:6001",2014-04-02T15:28:52.329900,MQ,BAM,14.8171,-61.1445,670.0,2507.0,,2507,100.0,ZNE,train,"bucket1$331,:3,:6001",
405,"bucket0$332,:3,:6001",2014-04-02T15:36:35.509900,MQ,BAM,14.8171,-61.1445,670.0,4667.0,,4667,100.0,ZNE,train,"bucket1$332,:3,:6001",
406,"bucket0$333,:3,:6001",2014-04-02T15:36:50.770000,MQ,LAM,14.81292,-61.16314,1240.0,3151.0,3200.0,3151,100.0,ZNE,train,"bucket1$333,:3,:6001",
407,"bucket0$334,:3,:6001",2014-04-02T15:36:34.539900,MQ,GBM,14.799451,-61.159276,800.0,4833.0,,4833,100.0,ZNE,train,"bucket1$334,:3,:6001",
408,"bucket0$335,:3,:6001",2014-04-02T15:41:47.570000,MQ,LAM,14.81292,-61.16314,1240.0,4736.0,,4736,100.0,ZNE,train,"bucket1$335,:3,:6001",
409,"bucket1$43,:3,:6001",2014-04-02T15:41:45.619900,MQ,GBM,14.799451,-61.159276,800.0,4973.0,,4973,100.0,ZNE,test,"bucket0$43,:3,:6001",
410,"bucket0$336,:3,:6001",2014-04-02T15:42:21.429900,MQ,BAM,14.8171,-61.1445,670.0,1423.0,,1423,100.0,ZNE,train,"bucket1$336,:3,:6001",
411,"bucket0$337,:3,:6001",2014-04-02T16:57:23.690000,MQ,LAM,14.81292,-61.16314,1240.0,4490.0,5057.0,4490,100.0,ZNE,train,"bucket1$337,:3,:6001",
412,"bucket3$30,:3,:6001",2014-04-02T16:57:34.079900,MQ,GBM,14.799451,-61.159276,800.0,3466.0,,3466,100.0,ZNE,dev,"bucket2$30,:3,:6001",
413,"bucket0$338,:3,:6001",2014-04-02T16:57:30.950000,WI,SAM,14.84108,-61.1638,485.0,3807.0,4489.0,3807,100.0,ZNE,train,"bucket1$338,:3,:6001",
414,"bucket0$339,:3,:6001",2014-04-02T16:57:52.239900,MQ,BAM,14.8171,-61.1445,670.0,1688.0,,1688,100.0,ZNE,train,"bucket1$339,:3,:6001",
415,"bucket0$340,:3,:6001",2014-04-02T16:57:27.500000,MQ,IA2,14.80307,-61.20515,289.0,,4801.0,4801,100.0,ZNE,train,"bucket1$340,:3,:6001",
416,"bucket0$341,:3,:6001",2014-04-02T18:32:48.229900,MQ,GBM,14.799451,-61.159276,800.0,2183.0,,2183,100.0,ZNE,train,"bucket1$341,:3,:6001",
417,"bucket0$342,:3,:6001",2014-04-02T18:32:26.480000,MQ,LAM,14.81292,-61.16314,1240.0,4362.0,4594.0,4362,100.0,ZNE,train,"bucket1$342,:3,:6001",
418,"bucket0$343,:3,:6001",2014-04-02T18:32:17.479900,MQ,BAM,14.8171,-61.1445,670.0,5275.0,,5275,100.0,ZNE,train,"bucket1$343,:3,:6001",
419,"bucket0$344,:3,:6001",2014-04-02T18:32:42.270000,MQ,IA2,14.80307,-61.20515,289.0,,3106.0,3106,100.0,ZNE,train,"bucket1$344,:3,:6001",
420,"bucket0$345,:3,:6001",2014-04-03T04:22:53.540000,MQ,IA2,14.80307,-61.20515,289.0,2151.0,2325.0,2151,100.0,ZNE,train,"bucket1$345,:3,:6001",
421,"bucket0$346,:3,:6001",2014-04-03T04:22:52.489900,MQ,GBM,14.799451,-61.159276,800.0,2261.0,,2261,100.0,ZNE,train,"bucket1$346,:3,:6001",
422,"bucket0$347,:3,:6001",2014-04-03T04:22:46.680000,MQ,LAM,14.81292,-61.16314,1240.0,2860.0,2999.0,2860,100.0,ZNE,train,"bucket1$347,:3,:6001",
423,"bucket0$348,:3,:6001",2014-04-03T04:22:43.229900,MQ,MLM,14.7846,-61.1786,370.0,3212.0,,3212,100.0,ZNE,train,"bucket1$348,:3,:6001",
424,"bucket1$44,:3,:6001",2014-04-03T04:22:28.489900,MQ,BAM,14.8171,-61.1445,670.0,4717.0,,4717,100.0,ZNE,test,"bucket0$44,:3,:6001",
425,"bucket0$349,:3,:6001",2014-04-04T00:37:48.200000,MQ,IA2,14.80307,-61.20515,289.0,5155.0,5423.0,5155,100.0,ZNE,train,"bucket1$349,:3,:6001",
426,"bucket0$350,:3,:6001",2014-04-04T00:38:32.930000,MQ,LAM,14.81292,-61.16314,1240.0,786.0,915.0,786,100.0,ZNE,train,"bucket1$350,:3,:6001",
427,"bucket0$351,:3,:6001",2014-04-04T00:38:06.119900,MQ,GBM,14.799451,-61.159276,800.0,3474.0,,3474,100.0,ZNE,train,"bucket1$351,:3,:6001",
428,"bucket1$45,:3,:6001",2014-04-04T00:38:12.869900,MQ,MLM,14.7846,-61.1786,370.0,2801.0,,2801,100.0,ZNE,test,"bucket0$45,:3,:6001",
429,"bucket0$352,:3,:6001",2014-04-04T00:37:55.799900,MQ,BAM,14.8171,-61.1445,670.0,4565.0,,4565,100.0,ZNE,train,"bucket1$352,:3,:6001",
430,"bucket0$353,:3,:6001",2014-04-04T13:47:23.290000,MQ,LAM,14.81292,-61.16314,1240.0,3830.0,4313.0,3830,100.0,ZNE,train,"bucket1$353,:3,:6001",
431,"bucket1$46,:3,:6001",2014-04-04T13:47:39.749900,MQ,BAM,14.8171,-61.1445,670.0,2192.0,,2192,100.0,ZNE,test,"bucket0$46,:3,:6001",
432,"bucket0$354,:3,:6001",2014-04-04T13:47:44.479900,MQ,GBM,14.799451,-61.159276,800.0,1730.0,,1730,100.0,ZNE,train,"bucket1$354,:3,:6001",
433,"bucket0$355,:3,:6001",2014-04-05T03:59:03.500000,MQ,LAM,14.81292,-61.16314,1240.0,1335.0,1854.0,1335,100.0,ZNE,train,"bucket1$355,:3,:6001",
434,"bucket1$47,:3,:6001",2014-04-05T03:59:01.579900,MQ,BAM,14.8171,-61.1445,670.0,1549.0,,1549,100.0,ZNE,test,"bucket0$47,:3,:6001",
435,"bucket0$356,:3,:6001",2014-04-05T03:58:42.769900,MQ,GBM,14.799451,-61.159276,800.0,3436.0,,3436,100.0,ZNE,train,"bucket1$356,:3,:6001",
436,"bucket3$31,:3,:6001",2014-04-05T03:58:35.350000,MQ,IA2,14.80307,-61.20515,289.0,4185.0,4708.0,4185,100.0,ZNE,dev,"bucket2$31,:3,:6001",
437,"bucket0$357,:3,:6001",2014-04-05T03:59:10.889900,MQ,MLM,14.7846,-61.1786,370.0,684.0,,684,100.0,ZNE,train,"bucket1$357,:3,:6001",
438,"bucket1$48,:3,:6001",2014-04-05T03:58:53.449900,MQ,CPM,14.8168,-61.2074,242.0,2479.0,,2479,100.0,ZNE,test,"bucket0$48,:3,:6001",
439,"bucket0$358,:3,:6001",2014-04-05T05:40:52.930000,MQ,LAM,14.81292,-61.16314,1240.0,2936.0,3066.0,2936,100.0,ZNE,train,"bucket1$358,:3,:6001",
440,"bucket0$359,:3,:6001",2014-04-05T05:41:06.409900,MQ,GBM,14.799451,-61.159276,800.0,1608.0,,1608,100.0,ZNE,train,"bucket1$359,:3,:6001",
441,"bucket0$360,:3,:6001",2014-04-05T05:41:09.300000,MQ,IA2,14.80307,-61.20515,289.0,1350.0,1455.0,1350,100.0,ZNE,train,"bucket1$360,:3,:6001",
442,"bucket1$49,:3,:6001",2014-04-05T05:40:52.839900,MQ,BAM,14.8171,-61.1445,670.0,3019.0,,3019,100.0,ZNE,test,"bucket0$49,:3,:6001",
443,"bucket0$361,:3,:6001",2014-04-06T09:14:10.020000,MQ,LAM,14.81292,-61.16314,1240.0,1332.0,,1332,100.0,ZNE,train,"bucket1$361,:3,:6001",
444,"bucket0$362,:3,:6001",2014-04-06T09:14:18.449900,MQ,GBM,14.799451,-61.159276,800.0,515.0,,515,100.0,ZNE,train,"bucket1$362,:3,:6001",
445,"bucket0$363,:3,:6001",2014-04-09T03:29:48.180000,MQ,LAM,14.81292,-61.16314,1240.0,1533.0,,1533,100.0,ZNE,train,"bucket1$363,:3,:6001",
446,"bucket1$50,:3,:6001",2014-04-09T03:29:21.780000,MQ,IA2,14.80307,-61.20515,289.0,4192.0,4331.0,4192,100.0,ZNE,test,"bucket0$50,:3,:6001",
447,"bucket0$364,:3,:6001",2014-04-09T03:29:31.239900,MQ,GBM,14.799451,-61.159276,800.0,3274.0,,3274,100.0,ZNE,train,"bucket1$364,:3,:6001",
448,"bucket0$365,:3,:6001",2014-04-09T03:47:24.850000,MQ,IA2,14.80307,-61.20515,289.0,1732.0,1956.0,1732,100.0,ZNE,train,"bucket1$365,:3,:6001",
449,"bucket0$366,:3,:6001",2014-04-09T03:46:53.829900,MQ,BAM,14.8171,-61.1445,670.0,4867.0,,4867,100.0,ZNE,train,"bucket1$366,:3,:6001",
450,"bucket0$367,:3,:6001",2014-04-09T03:47:21.429900,MQ,GBM,14.799451,-61.159276,800.0,2126.0,,2126,100.0,ZNE,train,"bucket1$367,:3,:6001",
451,"bucket3$32,:3,:6001",2014-04-13T14:04:32.999900,MQ,GBM,14.799451,-61.159276,800.0,4131.0,,4131,100.0,ZNE,dev,"bucket2$32,:3,:6001",
452,"bucket0$368,:3,:6001",2014-04-13T14:05:00.400000,MQ,LAM,14.81292,-61.16314,1240.0,1398.0,,1398,100.0,ZNE,train,"bucket1$368,:3,:6001",
453,"bucket0$369,:3,:6001",2014-04-13T14:04:36.960000,MQ,IA2,14.80307,-61.20515,289.0,3747.0,4117.0,3747,100.0,ZNE,train,"bucket1$369,:3,:6001",
454,"bucket3$33,:3,:6001",2014-04-13T14:04:24.729900,MQ,BAM,14.8171,-61.1445,670.0,4973.0,,4973,100.0,ZNE,dev,"bucket2$33,:3,:6001",
455,"bucket0$370,:3,:6001",2014-04-13T15:10:44.850000,MQ,LAM,14.81292,-61.16314,1240.0,1346.0,1424.0,1346,100.0,ZNE,train,"bucket1$370,:3,:6001",
456,"bucket0$371,:3,:6001",2014-04-13T15:10:47.749900,MQ,GBM,14.799451,-61.159276,800.0,1084.0,,1084,100.0,ZNE,train,"bucket1$371,:3,:6001",
457,"bucket0$372,:3,:6001",2014-04-13T15:10:37.529900,MQ,BAM,14.8171,-61.1445,670.0,2148.0,,2148,100.0,ZNE,train,"bucket1$372,:3,:6001",
458,"bucket1$51,:3,:6001",2014-04-13T15:10:25.249900,MQ,MLM,14.7846,-61.1786,370.0,3401.0,,3401,100.0,ZNE,test,"bucket0$51,:3,:6001",
459,"bucket0$373,:3,:6001",2014-04-13T15:10:39.770000,MQ,IA2,14.80307,-61.20515,289.0,1961.0,2044.0,1961,100.0,ZNE,train,"bucket1$373,:3,:6001",
460,"bucket0$374,:3,:6001",2014-04-13T17:21:09.029900,MQ,GBM,14.799451,-61.159276,800.0,1545.0,,1545,100.0,ZNE,train,"bucket1$374,:3,:6001",
461,"bucket3$34,:3,:6001",2014-04-13T17:20:30.710000,MQ,LAM,14.81292,-61.16314,1240.0,5476.0,5492.0,5476,100.0,ZNE,dev,"bucket2$34,:3,:6001",
462,"bucket0$375,:3,:6001",2014-04-13T17:21:18.889900,MQ,BAM,14.8171,-61.1445,670.0,691.0,,691,100.0,ZNE,train,"bucket1$375,:3,:6001",
463,"bucket0$376,:3,:6001",2014-04-13T17:20:47.900000,MQ,IA2,14.80307,-61.20515,289.0,3801.0,3846.0,3801,100.0,ZNE,train,"bucket1$376,:3,:6001",
464,"bucket0$377,:3,:6001",2014-04-13T17:20:41.879900,MQ,MLM,14.7846,-61.1786,370.0,4473.0,,4473,100.0,ZNE,train,"bucket1$377,:3,:6001",
465,"bucket0$378,:3,:6001",2014-04-13T18:59:21.680000,MQ,LAM,14.81292,-61.16314,1240.0,4364.0,4460.0,4364,100.0,ZNE,train,"bucket1$378,:3,:6001",
466,"bucket3$35,:3,:6001",2014-04-13T18:59:17.439900,MQ,GBM,14.799451,-61.159276,800.0,4813.0,,4813,100.0,ZNE,dev,"bucket2$35,:3,:6001",
467,"bucket0$379,:3,:6001",2014-04-13T18:59:34.189900,MQ,BAM,14.8171,-61.1445,670.0,3179.0,,3179,100.0,ZNE,train,"bucket1$379,:3,:6001",
468,"bucket0$380,:3,:6001",2014-04-13T18:59:42.670000,MQ,IA2,14.80307,-61.20515,289.0,2352.0,2439.0,2352,100.0,ZNE,train,"bucket1$380,:3,:6001",
469,"bucket0$381,:3,:6001",2014-04-13T18:59:17.749900,MQ,MLM,14.7846,-61.1786,370.0,4844.0,,4844,100.0,ZNE,train,"bucket1$381,:3,:6001",
