trace_name,trace_start_time,station_network_code,station_code,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original
"bucket0$948,:3,:6001",2014-03-05T07:58:19.129900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140305_075849
"bucket0$949,:3,:6001",2014-03-05T07:58:26.910000,MQ,IA2,3000,3169.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140305_075856
"bucket0$950,:3,:6001",2014-03-05T07:58:23.560000,MQ,SAM,3000,3170.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140305_075853
"bucket0$951,:3,:6001",2014-03-05T13:02:51.029900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140305_130321
"bucket6$128,:3,:6001",2014-03-05T13:02:49.759900,MQ,GBM,3000,,3000,100.0,ZNE,test,gold,MQ_GBM_GOLD_20140305_130319
"bucket0$952,:3,:6001",2014-03-05T13:02:50.730000,MQ,IA2,3000,3159.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140305_130320
"bucket9$116,:3,:6001",2014-03-05T13:02:49.160000,MQ,LAM,3000,3027.0,3000,100.0,ZNE,dev,gold,MQ_LAM_GOLD_20140305_130319
"bucket9$117,:3,:6001",2014-03-05T20:03:05.169900,MQ,BAM,3000,,3000,100.0,ZNE,dev,gold,MQ_BAM_GOLD_20140305_200335
"bucket0$953,:3,:6001",2014-03-05T20:03:04.919900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140305_200334
"bucket0$954,:3,:6001",2014-03-05T20:03:05.760000,MQ,LAM,3000,,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140305_200335
"bucket0$955,:3,:6001",2014-03-05T20:03:05.519900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140305_200335
"bucket6$129,:3,:6001",2014-03-06T00:03:47.379900,MQ,BAM,3000,,3000,100.0,ZNE,test,gold,MQ_BAM_GOLD_20140306_000417
"bucket0$956,:3,:6001",2014-03-06T00:03:48.449900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140306_000418
"bucket0$957,:3,:6001",2014-03-06T00:03:48.059900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140306_000418
"bucket0$958,:3,:6001",2014-03-06T00:03:47.820000,MQ,IA2,3000,,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140306_000417
"bucket0$959,:3,:6001",2014-03-06T00:03:51.149900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140306_000421
"bucket0$960,:3,:6001",2014-03-06T00:47:43.169900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140306_004813
"bucket0$961,:3,:6001",2014-03-06T00:47:43.379900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140306_004813
"bucket0$962,:3,:6001",2014-03-06T00:47:44.490000,MQ,IA2,3000,3073.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140306_004814
"bucket0$963,:3,:6001",2014-03-06T00:47:42.970000,MQ,LAM,3000,,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140306_004812
"bucket6$130,:3,:6001",2014-03-06T05:10:11.189900,MQ,BAM,3000,,3000,100.0,ZNE,test,gold,MQ_BAM_GOLD_20140306_051041
"bucket0$964,:3,:6001",2014-03-06T05:10:11.459900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140306_051041
"bucket0$965,:3,:6001",2014-03-06T05:10:12.410000,MQ,IA2,3000,3019.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140306_051042
"bucket0$966,:3,:6001",2014-03-06T05:10:10.060000,MQ,SAM,3000,,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140306_051040
"bucket0$967,:3,:6001",2014-03-06T09:51:30.389900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140306_095200
"bucket0$968,:3,:6001",2014-03-06T09:51:33.589900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140306_095203
"bucket0$969,:3,:6001",2014-03-06T09:51:36.559900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140306_095206
"bucket9$118,:3,:6001",2014-03-06T09:51:32.079900,MQ,MLM,3000,,3000,100.0,ZNE,dev,gold,MQ_MLM_GOLD_20140306_095202
"bucket0$970,:3,:6001",2014-03-06T10:57:02.469900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140306_105732
"bucket6$131,:3,:6001",2014-03-06T10:57:06.739900,MQ,GBM,3000,,3000,100.0,ZNE,test,gold,MQ_GBM_GOLD_20140306_105736
"bucket0$971,:3,:6001",2014-03-06T10:57:11.279900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140306_105741
"bucket0$972,:3,:6001",2014-03-06T10:57:01.820000,MQ,SAM,3000,3141.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140306_105731
"bucket0$973,:3,:6001",2014-03-06T11:57:26.139900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140306_115756
"bucket0$974,:3,:6001",2014-03-06T11:57:31.749900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140306_115801
"bucket0$975,:3,:6001",2014-03-06T11:57:32.550000,MQ,IA2,3000,,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140306_115802
"bucket0$976,:3,:6001",2014-03-06T11:57:28.690000,MQ,SAM,3000,3031.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140306_115758
"bucket0$977,:3,:6001",2014-03-06T13:27:33.869900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140306_132803
"bucket0$978,:3,:6001",2014-03-06T13:27:30.259900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140306_132800
"bucket0$979,:3,:6001",2014-03-06T13:27:34.589900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140306_132804
"bucket9$119,:3,:6001",2014-03-06T13:27:36.720000,MQ,SAM,3000,3141.0,3000,100.0,ZNE,dev,gold,MQ_SAM_GOLD_20140306_132806
"bucket0$980,:3,:6001",2014-03-06T17:36:50.599900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140306_173720
"bucket0$981,:3,:6001",2014-03-06T17:36:50.379900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140306_173720
"bucket9$120,:3,:6001",2014-03-06T17:36:50.639900,MQ,GBM,3000,,3000,100.0,ZNE,dev,gold,MQ_GBM_GOLD_20140306_173720
"bucket0$982,:3,:6001",2014-03-06T17:36:47.839900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140306_173717
"bucket0$983,:3,:6001",2014-03-06T18:21:54.889900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140306_182224
"bucket0$984,:3,:6001",2014-03-06T18:22:02.119900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140306_182232
"bucket0$985,:3,:6001",2014-03-06T18:22:02.439900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140306_182232
"bucket0$986,:3,:6001",2014-03-06T18:21:57.209900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140306_182227
"bucket0$987,:3,:6001",2014-03-06T18:42:36.749900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140306_184306
"bucket0$988,:3,:6001",2014-03-06T18:42:37.579900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140306_184307
"bucket0$989,:3,:6001",2014-03-06T18:42:37.259900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140306_184307
"bucket0$990,:3,:6001",2014-03-06T18:42:42.980000,MQ,SAM,3000,3061.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140306_184312
"bucket6$132,:3,:6001",2014-03-06T19:31:10.149900,MQ,BAM,3000,,3000,100.0,ZNE,test,gold,MQ_BAM_GOLD_20140306_193140
"bucket0$991,:3,:6001",2014-03-06T19:31:11.269900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140306_193141
"bucket6$133,:3,:6001",2014-03-06T19:31:15.319900,MQ,MLM,3000,,3000,100.0,ZNE,test,gold,MQ_MLM_GOLD_20140306_193145
"bucket0$992,:3,:6001",2014-03-06T19:31:09.960000,MQ,SAM,3000,3361.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140306_193139
"bucket0$993,:3,:6001",2014-03-07T09:22:25.189900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_092255
"bucket0$994,:3,:6001",2014-03-07T09:22:31.619900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140307_092301
"bucket0$995,:3,:6001",2014-03-07T09:22:28.789900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140307_092258
"bucket0$996,:3,:6001",2014-03-07T09:22:25.869900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_092255
"bucket0$997,:3,:6001",2014-03-07T10:06:28.039900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_100658
"bucket9$121,:3,:6001",2014-03-07T10:06:30.069900,MQ,GBM,3000,,3000,100.0,ZNE,dev,gold,MQ_GBM_GOLD_20140307_100700
"bucket6$134,:3,:6001",2014-03-07T10:06:32.929900,MQ,MLM,3000,,3000,100.0,ZNE,test,gold,MQ_MLM_GOLD_20140307_100702
"bucket0$998,:3,:6001",2014-03-07T10:06:35.110000,MQ,SAM,3000,,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140307_100705
"bucket0$999,:3,:6001",2014-03-07T10:09:09.819900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_100939
"bucket0$1000,:3,:6001",2014-03-07T10:09:04.889900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140307_100934
"bucket0$1001,:3,:6001",2014-03-07T10:09:14.589900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_100944
"bucket6$135,:3,:6001",2014-03-07T10:09:09.950000,MQ,SAM,3000,,3000,100.0,ZNE,test,gold,MQ_SAM_GOLD_20140307_100939
"bucket6$136,:3,:6001",2014-03-07T11:26:52.879900,MQ,BAM,3000,,3000,100.0,ZNE,test,gold,MQ_BAM_GOLD_20140307_112722
"bucket0$1002,:3,:6001",2014-03-07T11:26:53.289900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140307_112723
"bucket6$137,:3,:6001",2014-03-07T11:26:56,MQ,LAM,3000,,3000,100.0,ZNE,test,gold,MQ_LAM_GOLD_20140307_112726
"bucket9$122,:3,:6001",2014-03-07T11:27:00.649900,MQ,MLM,3000,,3000,100.0,ZNE,dev,gold,MQ_MLM_GOLD_20140307_112730
"bucket0$1003,:3,:6001",2014-03-07T12:24:40.529900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_122510
"bucket0$1004,:3,:6001",2014-03-07T12:24:38.239900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140307_122508
"bucket9$123,:3,:6001",2014-03-07T12:24:32.629900,MQ,GBM,3000,,3000,100.0,ZNE,dev,gold,MQ_GBM_GOLD_20140307_122502
"bucket9$124,:3,:6001",2014-03-07T12:24:34.520000,MQ,IA2,3000,,3000,100.0,ZNE,dev,gold,MQ_IA2_GOLD_20140307_122504
"bucket6$138,:3,:6001",2014-03-07T12:27:02.529900,MQ,BAM,3000,,3000,100.0,ZNE,test,gold,MQ_BAM_GOLD_20140307_122732
"bucket0$1005,:3,:6001",2014-03-07T12:27:06.819900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140307_122736
"bucket9$125,:3,:6001",2014-03-07T12:27:10.739900,MQ,GBM,3000,,3000,100.0,ZNE,dev,gold,MQ_GBM_GOLD_20140307_122740
"bucket0$1006,:3,:6001",2014-03-07T12:27:08.139900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_122738
"bucket0$1007,:3,:6001",2014-03-07T12:27:11.990000,MQ,SAM,3000,3190.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140307_122741
"bucket0$1008,:3,:6001",2014-03-07T12:47:21.389900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_124751
"bucket0$1009,:3,:6001",2014-03-07T12:47:20.869900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140307_124750
"bucket0$1010,:3,:6001",2014-03-07T12:47:16.779900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140307_124746
"bucket0$1011,:3,:6001",2014-03-07T12:47:13.529900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_124743
"bucket0$1012,:3,:6001",2014-03-07T13:38:05.429900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140307_133835
"bucket0$1013,:3,:6001",2014-03-07T13:38:11.419900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140307_133841
"bucket9$126,:3,:6001",2014-03-07T13:38:08.969900,MQ,MLM,3000,,3000,100.0,ZNE,dev,gold,MQ_MLM_GOLD_20140307_133838
"bucket0$1014,:3,:6001",2014-03-07T13:38:07.850000,MQ,SAM,3000,3245.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140307_133837
"bucket0$1015,:3,:6001",2014-03-07T14:02:59.799900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_140329
"bucket0$1016,:3,:6001",2014-03-07T14:02:56.679900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140307_140326
"bucket0$1017,:3,:6001",2014-03-07T14:02:53.630000,MQ,LAM,3000,3133.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140307_140323
"bucket6$139,:3,:6001",2014-03-07T14:02:59.479900,MQ,MLM,3000,,3000,100.0,ZNE,test,gold,MQ_MLM_GOLD_20140307_140329
"bucket6$140,:3,:6001",2014-03-07T15:04:24.459900,MQ,BAM,3000,,3000,100.0,ZNE,test,gold,MQ_BAM_GOLD_20140307_150454
"bucket0$1018,:3,:6001",2014-03-07T15:04:32.579900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140307_150502
"bucket0$1019,:3,:6001",2014-03-07T15:04:29.679900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_150459
"bucket6$141,:3,:6001",2014-03-07T15:04:28.640000,MQ,SAM,3000,3172.0,3000,100.0,ZNE,test,gold,MQ_SAM_GOLD_20140307_150458
"bucket0$1020,:3,:6001",2014-03-07T16:18:41.829900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_161911
"bucket0$1021,:3,:6001",2014-03-07T16:18:47.360000,MQ,IA2,3000,3136.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140307_161917
"bucket0$1022,:3,:6001",2014-03-07T16:18:47.839900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_161917
"bucket6$142,:3,:6001",2014-03-07T16:18:44.110000,MQ,SAM,3000,3193.0,3000,100.0,ZNE,test,gold,MQ_SAM_GOLD_20140307_161914
"bucket0$1023,:3,:6001",2014-03-07T16:34:14.139900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_163444
"bucket1$0,:3,:6001",2014-03-07T16:34:18.129900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140307_163448
"bucket1$1,:3,:6001",2014-03-07T16:34:12.769900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_163442
"bucket1$2,:3,:6001",2014-03-07T16:34:13.170000,MQ,SAM,3000,,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140307_163443
"bucket1$3,:3,:6001",2014-03-07T17:54:04.729900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_175434
"bucket1$4,:3,:6001",2014-03-07T17:54:02.959900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140307_175432
"bucket1$5,:3,:6001",2014-03-07T17:54:08.559900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140307_175438
"bucket1$6,:3,:6001",2014-03-07T17:54:00.159900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_175430
"bucket1$7,:3,:6001",2014-03-07T17:57:10.659900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140307_175740
"bucket1$8,:3,:6001",2014-03-07T17:57:05.439900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140307_175735
"bucket1$9,:3,:6001",2014-03-07T17:57:02.369900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140307_175732
"bucket1$10,:3,:6001",2014-03-07T17:57:08.930000,MQ,SAM,3000,3224.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140307_175738
"bucket1$11,:3,:6001",2014-03-09T14:42:45.339900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140309_144315
"bucket1$12,:3,:6001",2014-03-09T14:42:45.329900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140309_144315
"bucket1$13,:3,:6001",2014-03-09T14:42:45.510000,MQ,IA2,3000,,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140309_144315
"bucket1$14,:3,:6001",2014-03-09T14:42:45.910000,MQ,LAM,3000,3066.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140309_144315
"bucket9$127,:3,:6001",2014-03-09T14:42:48.269900,MQ,MLM,3000,,3000,100.0,ZNE,dev,gold,MQ_MLM_GOLD_20140309_144318
"bucket9$128,:3,:6001",2014-03-09T14:42:45.890000,MQ,SAM,3000,3096.0,3000,100.0,ZNE,dev,gold,MQ_SAM_GOLD_20140309_144315
"bucket1$15,:3,:6001",2014-03-09T19:12:09.169900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140309_191239
"bucket9$129,:3,:6001",2014-03-09T19:12:06.439900,MQ,CPM,3000,,3000,100.0,ZNE,dev,gold,MQ_CPM_GOLD_20140309_191236
"bucket1$16,:3,:6001",2014-03-09T19:12:06.290000,MQ,IA2,3000,3253.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140309_191236
"bucket1$17,:3,:6001",2014-03-09T19:12:11.970000,MQ,LAM,3000,3127.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140309_191241
"bucket1$18,:3,:6001",2014-03-09T19:12:05.869900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140309_191235
"bucket1$19,:3,:6001",2014-03-09T20:34:39.389900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140309_203509
"bucket1$20,:3,:6001",2014-03-09T20:34:41.519900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140309_203511
"bucket1$21,:3,:6001",2014-03-09T20:34:44.199900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140309_203514
"bucket1$22,:3,:6001",2014-03-09T20:34:39.280000,MQ,SAM,3000,3121.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140309_203509
"bucket1$23,:3,:6001",2014-03-10T04:32:31.689900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_043301
"bucket1$24,:3,:6001",2014-03-10T04:32:28.689900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140310_043258
"bucket9$130,:3,:6001",2014-03-10T04:32:28.769900,MQ,GBM,3000,,3000,100.0,ZNE,dev,gold,MQ_GBM_GOLD_20140310_043258
"bucket1$25,:3,:6001",2014-03-10T04:32:28.760000,MQ,IA2,3000,,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140310_043258
"bucket1$26,:3,:6001",2014-03-10T04:32:28.270000,MQ,LAM,3000,,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140310_043258
"bucket1$27,:3,:6001",2014-03-10T05:28:03.309900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_052833
"bucket1$28,:3,:6001",2014-03-10T05:28:08.149900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140310_052838
"bucket1$29,:3,:6001",2014-03-10T05:28:04.789900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_052834
"bucket1$30,:3,:6001",2014-03-10T05:28:06.499900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140310_052836
"bucket1$31,:3,:6001",2014-03-10T08:31:38.119900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_083208
"bucket9$131,:3,:6001",2014-03-10T08:31:39.039900,MQ,CPM,3000,,3000,100.0,ZNE,dev,gold,MQ_CPM_GOLD_20140310_083209
"bucket1$32,:3,:6001",2014-03-10T08:31:38.199900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_083208
"bucket6$143,:3,:6001",2014-03-10T08:31:41.250000,MQ,LAM,3000,3119.0,3000,100.0,ZNE,test,gold,MQ_LAM_GOLD_20140310_083211
"bucket6$144,:3,:6001",2014-03-10T09:09:38.069900,MQ,BAM,3000,,3000,100.0,ZNE,test,gold,MQ_BAM_GOLD_20140310_091008
"bucket1$33,:3,:6001",2014-03-10T09:09:39.099900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140310_091009
"bucket1$34,:3,:6001",2014-03-10T09:09:37.489900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_091007
"bucket1$35,:3,:6001",2014-03-10T09:09:38.480000,MQ,IA2,3000,,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140310_091008
"bucket6$145,:3,:6001",2014-03-10T09:09:36.980000,MQ,LAM,3000,3159.0,3000,100.0,ZNE,test,gold,MQ_LAM_GOLD_20140310_091006
"bucket1$36,:3,:6001",2014-03-10T09:09:38.410000,MQ,SAM,3000,,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140310_091008
"bucket1$37,:3,:6001",2014-03-10T09:13:41.569900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_091411
"bucket1$38,:3,:6001",2014-03-10T09:13:45.489900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140310_091415
"bucket1$39,:3,:6001",2014-03-10T09:13:39.999900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_091409
"bucket6$146,:3,:6001",2014-03-10T09:13:43.370000,MQ,IA2,3000,,3000,100.0,ZNE,test,gold,MQ_IA2_GOLD_20140310_091413
"bucket1$40,:3,:6001",2014-03-10T09:28:11.699900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_092841
"bucket1$41,:3,:6001",2014-03-10T09:28:15.179900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_092845
"bucket1$42,:3,:6001",2014-03-10T09:28:18.260000,MQ,IA2,3000,3106.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140310_092848
"bucket1$43,:3,:6001",2014-03-10T09:28:18.379900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140310_092848
"bucket1$44,:3,:6001",2014-03-10T09:30:41.999900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_093111
"bucket1$45,:3,:6001",2014-03-10T09:30:40.259900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140310_093110
"bucket1$46,:3,:6001",2014-03-10T09:30:46.429900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_093116
"bucket6$147,:3,:6001",2014-03-10T09:30:50.039900,MQ,MLM,3000,,3000,100.0,ZNE,test,gold,MQ_MLM_GOLD_20140310_093120
"bucket1$47,:3,:6001",2014-03-10T09:38:40.149900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_093910
"bucket1$48,:3,:6001",2014-03-10T09:38:39.049900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_093909
"bucket1$49,:3,:6001",2014-03-10T09:38:40.020000,MQ,IA2,3000,,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140310_093910
"bucket1$50,:3,:6001",2014-03-10T09:38:39.160000,MQ,LAM,3000,,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140310_093909
"bucket1$51,:3,:6001",2014-03-10T09:38:41,MQ,SAM,3000,3141.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140310_093911
"bucket1$52,:3,:6001",2014-03-10T09:42:03.019900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_094233
"bucket1$53,:3,:6001",2014-03-10T09:42:01.859900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140310_094231
"bucket1$54,:3,:6001",2014-03-10T09:42:01.779900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_094231
"bucket1$55,:3,:6001",2014-03-10T09:42:01.540000,MQ,LAM,3000,3189.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140310_094231
"bucket1$56,:3,:6001",2014-03-10T09:42:03.309900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140310_094233
"bucket1$57,:3,:6001",2014-03-10T11:16:40.769900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140310_111710
"bucket1$58,:3,:6001",2014-03-10T11:16:45.439900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140310_111715
"bucket1$59,:3,:6001",2014-03-10T11:16:44.840000,MQ,LAM,3000,3134.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140310_111714
