index,trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original,trace_chunk
24,"bucket0$111,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$20,:3,:6001",
25,"bucket0$112,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$21,:3,:6001",
26,"bucket0$113,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$22,:3,:6001",
27,"bucket0$114,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$23,:3,:6001",
28,"bucket0$115,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$24,:3,:6001",
29,"bucket0$116,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$25,:3,:6001",
30,"bucket0$117,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$26,:3,:6001",
31,"bucket1$21,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,"bucket1$4,:3,:6001",
32,"bucket0$118,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$27,:3,:6001",
33,"bucket0$119,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$28,:3,:6001",
34,"bucket2$14,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,"bucket2$0,:3,:6001",
35,"bucket0$120,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$29,:3,:6001",
36,"bucket0$121,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$30,:3,:6001",
37,"bucket0$122,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$31,:3,:6001",
38,"bucket0$123,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$32,:3,:6001",
39,"bucket0$124,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$33,:3,:6001",
40,"bucket0$125,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$34,:3,:6001",
41,"bucket0$126,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$35,:3,:6001",
42,"bucket0$127,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$36,:3,:6001",
43,"bucket0$128,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$37,:3,:6001",
44,"bucket0$129,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$38,:3,:6001",
45,"bucket0$130,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$39,:3,:6001",
46,"bucket1$22,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,"bucket1$5,:3,:6001",
47,"bucket2$15,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,"bucket2$1,:3,:6001",
48,"bucket0$131,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$40,:3,:6001",
49,"bucket0$132,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$41,:3,:6001",
50,"bucket1$23,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,"bucket1$6,:3,:6001",
51,"bucket0$133,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$42,:3,:6001",
52,"bucket0$134,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$43,:3,:6001",
53,"bucket0$135,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$44,:3,:6001",
54,"bucket0$136,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$45,:3,:6001",
55,"bucket0$137,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$46,:3,:6001",
56,"bucket0$138,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$47,:3,:6001",
57,"bucket0$139,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$48,:3,:6001",
58,"bucket0$140,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$49,:3,:6001",
59,"bucket0$141,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$50,:3,:6001",
60,"bucket0$142,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$51,:3,:6001",
61,"bucket0$143,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$52,:3,:6001",
62,"bucket0$144,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$53,:3,:6001",
63,"bucket0$145,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$54,:3,:6001",
64,"bucket0$146,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$55,:3,:6001",
65,"bucket1$24,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,"bucket1$7,:3,:6001",
66,"bucket0$147,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$56,:3,:6001",
67,"bucket0$148,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$57,:3,:6001",
68,"bucket0$149,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$58,:3,:6001",
69,"bucket0$150,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$59,:3,:6001",
70,"bucket2$16,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,"bucket2$2,:3,:6001",
71,"bucket0$151,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$60,:3,:6001",
72,"bucket0$152,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$61,:3,:6001",
73,"bucket0$153,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$62,:3,:6001",
74,"bucket2$17,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,"bucket2$3,:3,:6001",
75,"bucket0$154,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$63,:3,:6001",
76,"bucket0$155,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$64,:3,:6001",
77,"bucket0$156,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$65,:3,:6001",
78,"bucket1$25,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,"bucket1$8,:3,:6001",
79,"bucket0$157,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$66,:3,:6001",
80,"bucket0$158,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$67,:3,:6001",
81,"bucket2$18,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,"bucket2$4,:3,:6001",
82,"bucket0$159,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$68,:3,:6001",
83,"bucket0$160,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$69,:3,:6001",
84,"bucket0$161,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$70,:3,:6001",
85,"bucket0$162,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$71,:3,:6001",
86,"bucket0$163,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$72,:3,:6001",
87,"bucket0$164,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$73,:3,:6001",
88,"bucket0$165,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$74,:3,:6001",
89,"bucket0$166,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$75,:3,:6001",
90,"bucket0$167,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$76,:3,:6001",
91,"bucket0$168,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$77,:3,:6001",
92,"bucket2$19,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,"bucket2$5,:3,:6001",
93,"bucket0$169,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$78,:3,:6001",
94,"bucket0$170,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$79,:3,:6001",
95,"bucket0$171,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$80,:3,:6001",
96,"bucket0$172,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$81,:3,:6001",
97,"bucket1$26,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,"bucket1$9,:3,:6001",
98,"bucket0$173,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$82,:3,:6001",
99,"bucket0$174,:3,:6001",,MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,"bucket0$83,:3,:6001",
100,"bucket0$175,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$84,:3,:6001",
101,"bucket0$176,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$85,:3,:6001",
102,"bucket2$20,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$6,:3,:6001",
103,"bucket0$177,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$86,:3,:6001",
104,"bucket0$178,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$87,:3,:6001",
105,"bucket0$179,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$88,:3,:6001",
106,"bucket0$180,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$89,:3,:6001",
107,"bucket1$27,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$10,:3,:6001",
108,"bucket1$28,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$11,:3,:6001",
109,"bucket0$181,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$90,:3,:6001",
110,"bucket0$182,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$91,:3,:6001",
111,"bucket0$183,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$92,:3,:6001",
112,"bucket0$184,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$93,:3,:6001",
113,"bucket0$185,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$94,:3,:6001",
114,"bucket0$186,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$95,:3,:6001",
115,"bucket0$187,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$96,:3,:6001",
116,"bucket0$188,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$97,:3,:6001",
117,"bucket0$189,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$98,:3,:6001",
118,"bucket2$21,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$7,:3,:6001",
119,"bucket0$190,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$99,:3,:6001",
120,"bucket0$191,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$100,:3,:6001",
121,"bucket1$29,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$12,:3,:6001",
122,"bucket0$192,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$101,:3,:6001",
123,"bucket0$193,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$102,:3,:6001",
124,"bucket0$194,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$103,:3,:6001",
125,"bucket0$195,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$104,:3,:6001",
126,"bucket0$196,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$105,:3,:6001",
127,"bucket0$197,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$106,:3,:6001",
128,"bucket0$198,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$107,:3,:6001",
129,"bucket0$199,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$108,:3,:6001",
130,"bucket0$200,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$109,:3,:6001",
131,"bucket0$201,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$110,:3,:6001",
132,"bucket0$202,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$111,:3,:6001",
133,"bucket1$30,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$13,:3,:6001",
134,"bucket0$203,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$112,:3,:6001",
135,"bucket0$204,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$113,:3,:6001",
136,"bucket0$205,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$114,:3,:6001",
137,"bucket2$22,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$8,:3,:6001",
138,"bucket0$206,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$115,:3,:6001",
139,"bucket0$207,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$116,:3,:6001",
140,"bucket2$23,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$9,:3,:6001",
141,"bucket0$208,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$117,:3,:6001",
142,"bucket2$24,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$10,:3,:6001",
143,"bucket0$209,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$118,:3,:6001",
144,"bucket0$210,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$119,:3,:6001",
145,"bucket0$211,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$120,:3,:6001",
146,"bucket0$212,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$121,:3,:6001",
147,"bucket0$213,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$122,:3,:6001",
148,"bucket0$214,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$123,:3,:6001",
149,"bucket2$25,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$11,:3,:6001",
150,"bucket0$215,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$124,:3,:6001",
151,"bucket0$216,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$125,:3,:6001",
152,"bucket0$217,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$126,:3,:6001",
153,"bucket0$218,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$127,:3,:6001",
154,"bucket0$219,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$128,:3,:6001",
155,"bucket0$220,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$129,:3,:6001",
156,"bucket0$221,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$130,:3,:6001",
157,"bucket0$222,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$131,:3,:6001",
158,"bucket0$223,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$132,:3,:6001",
159,"bucket2$26,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$12,:3,:6001",
160,"bucket0$224,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$133,:3,:6001",
161,"bucket0$225,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$134,:3,:6001",
162,"bucket2$27,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$13,:3,:6001",
163,"bucket0$226,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$135,:3,:6001",
164,"bucket0$227,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$136,:3,:6001",
165,"bucket2$28,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$14,:3,:6001",
166,"bucket2$29,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$15,:3,:6001",
167,"bucket1$31,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$14,:3,:6001",
168,"bucket0$228,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$137,:3,:6001",
169,"bucket0$229,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$138,:3,:6001",
170,"bucket1$32,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$15,:3,:6001",
171,"bucket2$30,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$16,:3,:6001",
172,"bucket0$230,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$139,:3,:6001",
173,"bucket1$33,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$16,:3,:6001",
174,"bucket0$231,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$140,:3,:6001",
175,"bucket1$34,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$17,:3,:6001",
176,"bucket1$35,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$18,:3,:6001",
177,"bucket0$232,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$141,:3,:6001",
178,"bucket0$233,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$142,:3,:6001",
179,"bucket0$234,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$143,:3,:6001",
180,"bucket1$36,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$19,:3,:6001",
181,"bucket0$235,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$144,:3,:6001",
182,"bucket0$236,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$145,:3,:6001",
183,"bucket0$237,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$146,:3,:6001",
184,"bucket0$238,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$147,:3,:6001",
185,"bucket0$239,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$148,:3,:6001",
186,"bucket1$37,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$20,:3,:6001",
187,"bucket0$240,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$149,:3,:6001",
188,"bucket0$241,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$150,:3,:6001",
189,"bucket0$242,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$151,:3,:6001",
190,"bucket0$243,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$152,:3,:6001",
191,"bucket0$244,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$153,:3,:6001",
192,"bucket0$245,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$154,:3,:6001",
193,"bucket0$246,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$155,:3,:6001",
194,"bucket1$38,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$21,:3,:6001",
195,"bucket1$39,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,"bucket1$22,:3,:6001",
196,"bucket0$247,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$156,:3,:6001",
197,"bucket0$248,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$157,:3,:6001",
198,"bucket0$249,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,"bucket0$158,:3,:6001",
199,"bucket2$31,:3,:6001",,WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,"bucket2$17,:3,:6001",
200,"bucket2$32,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,"bucket2$18,:3,:6001",
201,"bucket0$250,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$159,:3,:6001",
202,"bucket0$251,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$160,:3,:6001",
203,"bucket0$252,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$161,:3,:6001",
204,"bucket0$253,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$162,:3,:6001",
205,"bucket0$254,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$163,:3,:6001",
206,"bucket1$40,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$23,:3,:6001",
