index,trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original,trace_chunk
148,"bucket0$1012,:3,:6001",2014-02-26T03:43:02.410000,MQ,IA2,,,,3000.0,3057.0,3000,100.0,ZNE,train,gold,"bucket0$113,:3,:6001",
149,"bucket0$1013,:3,:6001",2014-02-26T07:56:43.359900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$114,:3,:6001",
150,"bucket5$124,:3,:6001",2014-02-26T07:56:43.479900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,dev,gold,"bucket2$13,:3,:6001",
151,"bucket0$1014,:3,:6001",2014-02-26T07:56:43.709900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$115,:3,:6001",
152,"bucket5$125,:3,:6001",2014-02-26T07:56:43.500000,MQ,IA2,,,,3000.0,3215.0,3000,100.0,ZNE,dev,gold,"bucket2$14,:3,:6001",
153,"bucket5$126,:3,:6001",2014-02-26T07:56:43.520000,MQ,LAM,,,,3000.0,3040.0,3000,100.0,ZNE,dev,gold,"bucket2$15,:3,:6001",
154,"bucket0$1015,:3,:6001",2014-02-26T07:56:43.909900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$116,:3,:6001",
155,"bucket4$113,:3,:6001",2014-02-26T07:56:58.229900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$7,:3,:6001",
156,"bucket0$1016,:3,:6001",2014-02-26T07:56:57.909900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$117,:3,:6001",
157,"bucket4$114,:3,:6001",2014-02-26T07:56:58.410000,MQ,IA2,,,,3000.0,3107.0,3000,100.0,ZNE,test,gold,"bucket4$8,:3,:6001",
158,"bucket0$1017,:3,:6001",2014-02-26T07:56:57.910000,MQ,LAM,,,,3000.0,3069.0,3000,100.0,ZNE,train,gold,"bucket0$118,:3,:6001",
159,"bucket0$1018,:3,:6001",2014-02-26T07:56:58.869900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$119,:3,:6001",
160,"bucket0$1019,:3,:6001",2014-02-26T07:56:58.850000,MQ,SAM,,,,3000.0,3040.0,3000,100.0,ZNE,train,gold,"bucket0$120,:3,:6001",
161,"bucket0$1020,:3,:6001",2014-02-26T21:25:39.959900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$121,:3,:6001",
162,"bucket0$1021,:3,:6001",2014-02-26T21:25:40.919900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$122,:3,:6001",
163,"bucket0$1022,:3,:6001",2014-02-26T21:25:40.890000,MQ,LAM,,,,3000.0,3038.0,3000,100.0,ZNE,train,gold,"bucket0$123,:3,:6001",
164,"bucket0$1023,:3,:6001",2014-02-26T21:25:40.909900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$124,:3,:6001",
165,"bucket5$127,:3,:6001",2014-02-26T21:25:42.360000,MQ,SAM,,,,3000.0,3070.0,3000,100.0,ZNE,dev,gold,"bucket2$16,:3,:6001",
166,"bucket1$0,:3,:6001",2014-02-28T08:09:13.399900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$125,:3,:6001",
167,"bucket1$1,:3,:6001",2014-02-28T08:09:13.339900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$126,:3,:6001",
168,"bucket4$115,:3,:6001",2014-02-28T08:09:13.209900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$9,:3,:6001",
169,"bucket1$2,:3,:6001",2014-02-28T08:09:13.700000,MQ,IA2,,,,3000.0,3070.0,3000,100.0,ZNE,train,gold,"bucket0$127,:3,:6001",
170,"bucket1$3,:3,:6001",2014-02-28T08:09:26.789900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$128,:3,:6001",
171,"bucket1$4,:3,:6001",2014-02-28T08:09:26.489900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$129,:3,:6001",
172,"bucket5$128,:3,:6001",2014-02-28T08:09:26.339900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,dev,gold,"bucket2$17,:3,:6001",
173,"bucket1$5,:3,:6001",2014-02-28T08:09:26.170000,MQ,IA2,,,,3000.0,3208.0,3000,100.0,ZNE,train,gold,"bucket0$130,:3,:6001",
174,"bucket1$6,:3,:6001",2014-02-28T08:09:26.770000,MQ,LAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$131,:3,:6001",
175,"bucket1$7,:3,:6001",2014-02-28T08:09:26.490000,MQ,SAM,,,,3000.0,3069.0,3000,100.0,ZNE,train,gold,"bucket0$132,:3,:6001",
176,"bucket1$8,:3,:6001",2014-02-28T12:52:01.729900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$133,:3,:6001",
177,"bucket1$9,:3,:6001",2014-02-28T12:52:00.739900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$134,:3,:6001",
178,"bucket1$10,:3,:6001",2014-02-28T12:52:01.689900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$135,:3,:6001",
179,"bucket1$11,:3,:6001",2014-02-28T12:52:00.870000,MQ,IA2,,,,3000.0,3263.0,3000,100.0,ZNE,train,gold,"bucket0$136,:3,:6001",
180,"bucket1$12,:3,:6001",2014-02-28T12:52:01.690000,MQ,LAM,,,,3000.0,3078.0,3000,100.0,ZNE,train,gold,"bucket0$137,:3,:6001",
181,"bucket1$13,:3,:6001",2014-02-28T12:52:01.419900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$138,:3,:6001",
182,"bucket5$129,:3,:6001",2014-02-28T12:52:01.910000,MQ,SAM,,,,3000.0,3145.0,3000,100.0,ZNE,dev,gold,"bucket2$18,:3,:6001",
183,"bucket1$14,:3,:6001",2014-02-28T12:52:16.749900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$139,:3,:6001",
184,"bucket1$15,:3,:6001",2014-02-28T12:52:16.719900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$140,:3,:6001",
185,"bucket1$16,:3,:6001",2014-02-28T12:52:16.640000,MQ,IA2,,,,3000.0,3028.0,3000,100.0,ZNE,train,gold,"bucket0$141,:3,:6001",
186,"bucket1$17,:3,:6001",2014-02-28T12:52:17.610000,MQ,LAM,,,,3000.0,3061.0,3000,100.0,ZNE,train,gold,"bucket0$142,:3,:6001",
187,"bucket4$116,:3,:6001",2014-02-28T12:52:17.280000,MQ,SAM,,,,3000.0,3045.0,3000,100.0,ZNE,test,gold,"bucket4$10,:3,:6001",
188,"bucket1$18,:3,:6001",2014-02-28T20:24:10.189900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$143,:3,:6001",
189,"bucket4$117,:3,:6001",2014-02-28T20:24:09.629900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$11,:3,:6001",
190,"bucket1$19,:3,:6001",2014-02-28T20:24:09.880000,MQ,IA2,,,,3000.0,3167.0,3000,100.0,ZNE,train,gold,"bucket0$144,:3,:6001",
191,"bucket1$20,:3,:6001",2014-02-28T20:24:10.750000,MQ,LAM,,,,3000.0,3034.0,3000,100.0,ZNE,train,gold,"bucket0$145,:3,:6001",
192,"bucket1$21,:3,:6001",2014-02-28T20:54:56.129900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$146,:3,:6001",
193,"bucket4$118,:3,:6001",2014-02-28T20:54:56.189900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$12,:3,:6001",
194,"bucket1$22,:3,:6001",2014-02-28T20:54:55.810000,MQ,IA2,,,,3000.0,3149.0,3000,100.0,ZNE,train,gold,"bucket0$147,:3,:6001",
195,"bucket4$119,:3,:6001",2014-02-28T20:54:56.870000,MQ,LAM,,,,3000.0,2932.0,3000,100.0,ZNE,test,gold,"bucket4$13,:3,:6001",
196,"bucket1$23,:3,:6001",2014-02-28T20:54:54.660000,MQ,SAM,,,,3000.0,3281.0,3000,100.0,ZNE,train,gold,"bucket0$148,:3,:6001",
197,"bucket4$120,:3,:6001",2014-02-28T23:57:41.239900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$14,:3,:6001",
198,"bucket1$24,:3,:6001",2014-02-28T23:57:41.859900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$149,:3,:6001",
199,"bucket1$25,:3,:6001",2014-02-28T23:57:41.430000,MQ,IA2,,,,3000.0,3035.0,3000,100.0,ZNE,train,gold,"bucket0$150,:3,:6001",
200,"bucket1$26,:3,:6001",2014-02-28T23:57:41.709900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$151,:3,:6001",
201,"bucket1$27,:3,:6001",2014-02-28T23:57:55.039900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$152,:3,:6001",
202,"bucket1$28,:3,:6001",2014-02-28T23:57:55.289900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$153,:3,:6001",
203,"bucket1$29,:3,:6001",2014-02-28T23:57:55.280000,MQ,IA2,,,,3000.0,3040.0,3000,100.0,ZNE,train,gold,"bucket0$154,:3,:6001",
204,"bucket1$30,:3,:6001",2014-02-28T23:57:54.810000,MQ,LAM,,,,3000.0,3170.0,3000,100.0,ZNE,train,gold,"bucket0$155,:3,:6001",
205,"bucket1$31,:3,:6001",2014-02-28T23:57:55.739900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$156,:3,:6001",
206,"bucket1$32,:3,:6001",2014-03-01T08:22:11.679900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$157,:3,:6001",
207,"bucket1$33,:3,:6001",2014-03-01T08:22:11.329900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$158,:3,:6001",
208,"bucket5$130,:3,:6001",2014-03-01T08:22:12,MQ,IA2,,,,3000.0,3232.0,3000,100.0,ZNE,dev,gold,"bucket2$19,:3,:6001",
209,"bucket1$34,:3,:6001",2014-03-01T08:22:13.879900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$159,:3,:6001",
210,"bucket1$35,:3,:6001",2014-03-02T01:39:05.419900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$160,:3,:6001",
211,"bucket1$36,:3,:6001",2014-03-02T01:39:05.409900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$161,:3,:6001",
212,"bucket1$37,:3,:6001",2014-03-02T01:39:05.650000,MQ,IA2,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$162,:3,:6001",
213,"bucket1$38,:3,:6001",2014-03-02T01:39:05.180000,MQ,LAM,,,,3000.0,3113.0,3000,100.0,ZNE,train,gold,"bucket0$163,:3,:6001",
214,"bucket4$121,:3,:6001",2014-03-02T02:27:10.409900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$15,:3,:6001",
215,"bucket4$122,:3,:6001",2014-03-02T02:27:11.339900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$16,:3,:6001",
216,"bucket1$39,:3,:6001",2014-03-02T02:27:11.039900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$164,:3,:6001",
217,"bucket1$40,:3,:6001",2014-03-02T02:27:10.690000,MQ,IA2,,,,3000.0,3234.0,3000,100.0,ZNE,train,gold,"bucket0$165,:3,:6001",
218,"bucket1$41,:3,:6001",2014-03-02T02:27:10.470000,MQ,LAM,,,,3000.0,3130.0,3000,100.0,ZNE,train,gold,"bucket0$166,:3,:6001",
219,"bucket1$42,:3,:6001",2014-03-02T02:27:11.529900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$167,:3,:6001",
220,"bucket1$43,:3,:6001",2014-03-02T06:02:49.029900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$168,:3,:6001",
221,"bucket1$44,:3,:6001",2014-03-02T06:02:49.509900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$169,:3,:6001",
222,"bucket1$45,:3,:6001",2014-03-02T06:02:49.349900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$170,:3,:6001",
223,"bucket1$46,:3,:6001",2014-03-02T06:02:49.830000,MQ,IA2,,,,3000.0,3051.0,3000,100.0,ZNE,train,gold,"bucket0$171,:3,:6001",
224,"bucket1$47,:3,:6001",2014-03-02T08:18:50.179900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$172,:3,:6001",
225,"bucket1$48,:3,:6001",2014-03-02T08:18:49.199900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$173,:3,:6001",
226,"bucket1$49,:3,:6001",2014-03-02T08:18:52.069900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$174,:3,:6001",
227,"bucket1$50,:3,:6001",2014-03-02T08:18:49.160000,MQ,IA2,,,,3000.0,3079.0,3000,100.0,ZNE,train,gold,"bucket0$175,:3,:6001",
228,"bucket1$51,:3,:6001",2014-03-02T08:18:48.550000,MQ,LAM,,,,3000.0,3053.0,3000,100.0,ZNE,train,gold,"bucket0$176,:3,:6001",
229,"bucket1$52,:3,:6001",2014-03-02T09:42:56.269900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$177,:3,:6001",
230,"bucket1$53,:3,:6001",2014-03-02T09:42:54.599900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$178,:3,:6001",
231,"bucket4$123,:3,:6001",2014-03-02T09:42:56.069900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$17,:3,:6001",
232,"bucket1$54,:3,:6001",2014-03-02T09:42:57.230000,MQ,LAM,,,,3000.0,3043.0,3000,100.0,ZNE,train,gold,"bucket0$179,:3,:6001",
233,"bucket5$131,:3,:6001",2014-03-02T09:42:54.600000,MQ,SAM,,,,3000.0,3021.0,3000,100.0,ZNE,dev,gold,"bucket2$20,:3,:6001",
234,"bucket1$55,:3,:6001",2014-03-02T18:27:38.109900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$180,:3,:6001",
235,"bucket5$132,:3,:6001",2014-03-02T18:27:38.029900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,dev,gold,"bucket2$21,:3,:6001",
236,"bucket1$56,:3,:6001",2014-03-02T18:27:38.119900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$181,:3,:6001",
237,"bucket1$57,:3,:6001",2014-03-02T18:27:38.440000,MQ,IA2,,,,3000.0,3037.0,3000,100.0,ZNE,train,gold,"bucket0$182,:3,:6001",
238,"bucket4$124,:3,:6001",2014-03-02T18:27:39.050000,MQ,LAM,,,,3000.0,3083.0,3000,100.0,ZNE,test,gold,"bucket4$18,:3,:6001",
239,"bucket1$58,:3,:6001",2014-03-02T18:27:38.109900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$183,:3,:6001",
240,"bucket1$59,:3,:6001",2014-03-02T18:27:38.580000,MQ,SAM,,,,3000.0,3142.0,3000,100.0,ZNE,train,gold,"bucket0$184,:3,:6001",
241,"bucket1$60,:3,:6001",2014-03-02T18:28:03.849900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$185,:3,:6001",
242,"bucket5$133,:3,:6001",2014-03-02T18:28:04.189900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,dev,gold,"bucket2$22,:3,:6001",
243,"bucket1$61,:3,:6001",2014-03-02T18:28:04.139900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$186,:3,:6001",
244,"bucket1$62,:3,:6001",2014-03-02T18:28:03.870000,MQ,IA2,,,,3000.0,3132.0,3000,100.0,ZNE,train,gold,"bucket0$187,:3,:6001",
245,"bucket1$63,:3,:6001",2014-03-02T18:28:04.890000,MQ,LAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$188,:3,:6001",
246,"bucket1$64,:3,:6001",2014-03-02T19:13:33.129900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$189,:3,:6001",
247,"bucket4$125,:3,:6001",2014-03-02T19:13:24.200000,MQ,LAM,,,,3000.0,3050.0,3000,100.0,ZNE,test,gold,"bucket4$19,:3,:6001",
248,"bucket1$65,:3,:6001",2014-03-02T19:13:33.590000,MQ,SAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$190,:3,:6001",
249,"bucket1$66,:3,:6001",2014-03-02T19:53:30.359900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$191,:3,:6001",
250,"bucket1$67,:3,:6001",2014-03-02T19:53:35.719900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$192,:3,:6001",
251,"bucket1$68,:3,:6001",2014-03-02T19:53:34.660000,MQ,LAM,,,,3000.0,3020.0,3000,100.0,ZNE,train,gold,"bucket0$193,:3,:6001",
252,"bucket4$126,:3,:6001",2014-03-02T19:53:27.510000,MQ,SAM,,,,3000.0,3079.0,3000,100.0,ZNE,test,gold,"bucket4$20,:3,:6001",
253,"bucket1$69,:3,:6001",2014-03-02T19:57:58.409900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$194,:3,:6001",
254,"bucket1$70,:3,:6001",2014-03-02T19:57:59.349900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$195,:3,:6001",
255,"bucket1$71,:3,:6001",2014-03-02T19:57:59.719900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$196,:3,:6001",
256,"bucket4$127,:3,:6001",2014-03-02T19:57:53.790000,MQ,SAM,,,,3000.0,3044.0,3000,100.0,ZNE,test,gold,"bucket4$21,:3,:6001",
257,"bucket1$72,:3,:6001",2014-03-03T01:25:16.389900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$197,:3,:6001",
258,"bucket1$73,:3,:6001",2014-03-03T01:25:16.669900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$198,:3,:6001",
259,"bucket1$74,:3,:6001",2014-03-03T01:25:17.049900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$199,:3,:6001",
260,"bucket1$75,:3,:6001",2014-03-03T01:25:17.330000,MQ,IA2,,,,3000.0,3037.0,3000,100.0,ZNE,train,gold,"bucket0$200,:3,:6001",
261,"bucket1$76,:3,:6001",2014-03-03T06:42:31.709900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$201,:3,:6001",
262,"bucket1$77,:3,:6001",2014-03-03T06:42:30.659900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$202,:3,:6001",
263,"bucket1$78,:3,:6001",2014-03-03T06:42:30.890000,MQ,IA2,,,,3000.0,3084.0,3000,100.0,ZNE,train,gold,"bucket0$203,:3,:6001",
264,"bucket1$79,:3,:6001",2014-03-03T06:42:31.750000,MQ,LAM,,,,3000.0,3037.0,3000,100.0,ZNE,train,gold,"bucket0$204,:3,:6001",
265,"bucket1$80,:3,:6001",2014-03-03T08:28:48.319900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$205,:3,:6001",
266,"bucket1$81,:3,:6001",2014-03-03T11:35:11.429900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$206,:3,:6001",
267,"bucket4$128,:3,:6001",2014-03-03T11:35:12.209900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$22,:3,:6001",
268,"bucket1$82,:3,:6001",2014-03-03T11:35:11.429900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$207,:3,:6001",
269,"bucket4$129,:3,:6001",2014-03-03T11:35:12.200000,MQ,IA2,,,,3000.0,3042.0,3000,100.0,ZNE,test,gold,"bucket4$23,:3,:6001",
270,"bucket1$83,:3,:6001",2014-03-03T11:35:11.720000,MQ,LAM,,,,3000.0,3087.0,3000,100.0,ZNE,train,gold,"bucket0$208,:3,:6001",
271,"bucket1$84,:3,:6001",2014-03-03T11:35:12.390000,MQ,SAM,,,,3000.0,3009.0,3000,100.0,ZNE,train,gold,"bucket0$209,:3,:6001",
272,"bucket1$85,:3,:6001",2014-03-03T11:35:23.209900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$210,:3,:6001",
273,"bucket1$86,:3,:6001",2014-03-03T11:35:24.259900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$211,:3,:6001",
274,"bucket5$134,:3,:6001",2014-03-03T11:35:24.330000,MQ,IA2,,,,3000.0,3189.0,3000,100.0,ZNE,dev,gold,"bucket2$23,:3,:6001",
275,"bucket1$87,:3,:6001",2014-03-03T11:35:23.850000,MQ,SAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$212,:3,:6001",
276,"bucket1$88,:3,:6001",2014-03-03T12:28:53.749900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$213,:3,:6001",
277,"bucket5$135,:3,:6001",2014-03-03T12:28:54.499900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,dev,gold,"bucket2$24,:3,:6001",
278,"bucket1$89,:3,:6001",2014-03-03T12:28:54.239900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$214,:3,:6001",
279,"bucket4$130,:3,:6001",2014-03-03T12:28:54.400000,MQ,IA2,,,,3000.0,3268.0,3000,100.0,ZNE,test,gold,"bucket4$24,:3,:6001",
280,"bucket1$90,:3,:6001",2014-03-03T12:28:55.940000,MQ,LAM,,,,3000.0,3282.0,3000,100.0,ZNE,train,gold,"bucket0$215,:3,:6001",
281,"bucket5$136,:3,:6001",2014-03-03T12:28:54.149900,MQ,MLM,,,,3000.0,,3000,100.0,ZNE,dev,gold,"bucket2$25,:3,:6001",
282,"bucket1$91,:3,:6001",2014-03-03T12:29:19.189900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$216,:3,:6001",
283,"bucket1$92,:3,:6001",2014-03-03T12:29:20.729900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$217,:3,:6001",
284,"bucket1$93,:3,:6001",2014-03-03T12:29:20.489900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$218,:3,:6001",
285,"bucket1$94,:3,:6001",2014-03-03T12:29:20.250000,MQ,IA2,,,,3000.0,3039.0,3000,100.0,ZNE,train,gold,"bucket0$219,:3,:6001",
286,"bucket5$137,:3,:6001",2014-03-03T12:29:21.110000,MQ,LAM,,,,3000.0,3026.0,3000,100.0,ZNE,dev,gold,"bucket2$26,:3,:6001",
287,"bucket1$95,:3,:6001",2014-03-03T18:42:44.369900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$220,:3,:6001",
288,"bucket1$96,:3,:6001",2014-03-03T18:42:45.439900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$221,:3,:6001",
289,"bucket1$97,:3,:6001",2014-03-03T18:42:44.579900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$222,:3,:6001",
290,"bucket1$98,:3,:6001",2014-03-03T18:42:44.820000,MQ,IA2,,,,3000.0,3259.0,3000,100.0,ZNE,train,gold,"bucket0$223,:3,:6001",
291,"bucket1$99,:3,:6001",2014-03-03T18:42:46,MQ,LAM,,,,3000.0,3008.0,3000,100.0,ZNE,train,gold,"bucket0$224,:3,:6001",
292,"bucket4$131,:3,:6001",2014-03-03T19:05:06.739900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$25,:3,:6001",
293,"bucket1$100,:3,:6001",2014-03-03T19:05:11.999900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$225,:3,:6001",
294,"bucket1$101,:3,:6001",2014-03-03T19:05:12.149900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$226,:3,:6001",
295,"bucket1$102,:3,:6001",2014-03-03T19:05:11.580000,MQ,IA2,,,,3000.0,3175.0,3000,100.0,ZNE,train,gold,"bucket0$227,:3,:6001",
296,"bucket5$138,:3,:6001",2014-03-03T19:05:37.559900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,dev,gold,"bucket2$27,:3,:6001",
297,"bucket4$132,:3,:6001",2014-03-03T19:05:37.719900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,test,gold,"bucket4$26,:3,:6001",
298,"bucket1$103,:3,:6001",2014-03-03T19:05:39.169900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$228,:3,:6001",
299,"bucket4$133,:3,:6001",2014-03-03T19:05:37.440000,MQ,IA2,,,,3000.0,3132.0,3000,100.0,ZNE,test,gold,"bucket4$27,:3,:6001",
300,"bucket1$104,:3,:6001",2014-03-03T19:05:38.660000,MQ,LAM,,,,3000.0,3076.0,3000,100.0,ZNE,train,gold,"bucket0$229,:3,:6001",
301,"bucket1$105,:3,:6001",2014-03-03T22:16:07.509900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$230,:3,:6001",
302,"bucket1$106,:3,:6001",2014-03-03T22:16:07.009900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$231,:3,:6001",
303,"bucket4$134,:3,:6001",2014-03-03T22:16:09.530000,MQ,IA2,,,,3000.0,3115.0,3000,100.0,ZNE,test,gold,"bucket4$28,:3,:6001",
304,"bucket1$107,:3,:6001",2014-03-03T22:16:07.150000,MQ,LAM,,,,3000.0,3103.0,3000,100.0,ZNE,train,gold,"bucket0$232,:3,:6001",
305,"bucket1$108,:3,:6001",2014-03-03T23:49:26.069900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$233,:3,:6001",
306,"bucket1$109,:3,:6001",2014-03-03T23:49:25.269900,MQ,GBM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$234,:3,:6001",
307,"bucket1$110,:3,:6001",2014-03-03T23:49:26.340000,MQ,IA2,,,,3000.0,3002.0,3000,100.0,ZNE,train,gold,"bucket0$235,:3,:6001",
308,"bucket1$111,:3,:6001",2014-03-03T23:49:25.220000,MQ,LAM,,,,3000.0,3160.0,3000,100.0,ZNE,train,gold,"bucket0$236,:3,:6001",
309,"bucket1$112,:3,:6001",2014-03-04T02:19:35.870000,MQ,IA2,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$237,:3,:6001",
310,"bucket1$113,:3,:6001",2014-03-04T02:28:23.219900,MQ,BAM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$238,:3,:6001",
311,"bucket1$114,:3,:6001",2014-03-04T02:28:24.509900,MQ,CPM,,,,3000.0,,3000,100.0,ZNE,train,gold,"bucket0$239,:3,:6001",
