trace_name,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original
"bucket0$144,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140401_023840
"bucket0$145,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140502_164158
"bucket0$146,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140517_005254
"bucket0$147,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140407_054610
"bucket0$148,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140331_041344
"bucket1$20,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140515_211801
"bucket0$149,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140519_193718
"bucket0$150,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140301_103657
"bucket0$151,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140226_070055
"bucket0$152,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140303_063616
"bucket0$153,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140511_010635
"bucket0$154,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140414_075530
"bucket0$155,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140420_063708
"bucket1$21,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140528_081041
"bucket1$22,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140406_182517
"bucket0$156,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140509_055705
"bucket0$157,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140514_124108
"bucket0$158,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140514_075935
"bucket2$17,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140511_212913
"bucket2$18,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,MQ_MLM_NOISE_20140423_073600
"bucket0$159,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140301_204151
"bucket0$160,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140421_133714
"bucket0$161,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140518_031303
"bucket0$162,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140508_111453
"bucket0$163,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140319_074424
"bucket1$23,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140406_190018
"bucket0$164,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140508_164646
"bucket0$165,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140320_064616
"bucket0$166,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140529_101457
"bucket0$167,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140423_023347
"bucket0$168,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140521_072246
"bucket0$169,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140309_170653
"bucket2$19,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,MQ_MLM_NOISE_20140328_195021
"bucket0$170,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140531_141549
"bucket0$171,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140414_001911
"bucket0$172,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140531_043513
"bucket0$173,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140427_214442
"bucket0$174,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140315_165242
"bucket0$175,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140320_031805
"bucket2$20,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,MQ_MLM_NOISE_20140503_072742
"bucket0$176,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140326_042324
"bucket0$177,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140404_182951
"bucket0$178,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140510_213656
"bucket1$24,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140318_004835
"bucket0$179,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140308_035933
"bucket0$180,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140323_183051
"bucket0$181,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140415_032419
"bucket0$182,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140416_050224
"bucket0$183,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140506_061019
"bucket0$184,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140413_165528
"bucket0$185,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140429_063630
"bucket0$186,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140403_015325
"bucket0$187,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140410_064556
"bucket0$188,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140413_132017
"bucket0$189,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140225_025336
"bucket0$190,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140315_043115
"bucket0$191,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140415_021726
"bucket0$192,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140329_142607
"bucket1$25,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140504_000940
"bucket0$193,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140428_045029
"bucket0$194,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140511_050341
"bucket1$26,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140413_094752
"bucket0$195,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140430_043532
"bucket0$196,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140325_015534
"bucket0$197,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140510_090538
"bucket0$198,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140510_194425
"bucket0$199,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140427_035705
"bucket0$200,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140507_212314
"bucket0$201,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140302_210508
"bucket0$202,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140331_005820
"bucket0$203,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140320_225859
"bucket0$204,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140402_025431
"bucket0$205,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140320_094542
"bucket0$206,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140425_021359
"bucket1$27,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140403_194410
"bucket0$207,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140328_023937
"bucket0$208,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140427_054510
"bucket0$209,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140310_010830
"bucket1$28,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140415_005205
"bucket0$210,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140309_074405
"bucket2$21,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,MQ_MLM_NOISE_20140330_023605
"bucket0$211,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140402_204337
"bucket0$212,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140518_184837
"bucket0$213,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140524_095653
"bucket2$22,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,MQ_MLM_NOISE_20140319_022639
"bucket0$214,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140328_184801
"bucket1$29,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140527_222802
"bucket1$30,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140223_020603
"bucket0$215,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140422_215350
"bucket0$216,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140418_190427
"bucket0$217,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140426_032941
"bucket0$218,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140516_213546
"bucket1$31,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140405_180757
"bucket0$219,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140320_022603
"bucket0$220,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140324_023721
"bucket0$221,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140509_193748
"bucket0$222,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140310_234430
"bucket2$23,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,MQ_MLM_NOISE_20140419_172211
"bucket0$223,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140322_005242
"bucket0$224,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140222_161320
"bucket0$225,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140522_074745
"bucket0$226,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140410_002648
"bucket0$227,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140525_030521
"bucket0$228,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140302_034427
"bucket0$229,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140414_213948
"bucket0$230,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140420_133128
"bucket0$231,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140226_220815
"bucket0$232,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140402_225218
"bucket0$233,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140512_060831
"bucket0$234,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140427_130336
"bucket1$32,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140424_040851
"bucket0$235,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140424_204956
"bucket2$24,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,MQ_MLM_NOISE_20140406_234144
"bucket0$236,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140516_003414
"bucket0$237,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140221_005505
"bucket0$238,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140501_193301
"bucket1$33,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,MQ_MLM_NOISE_20140531_005935
"bucket0$239,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,MQ_MLM_NOISE_20140302_161636
"bucket2$25,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,MQ_MLM_NOISE_20140405_154456
"bucket0$240,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140311_023337
"bucket0$241,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140513_014043
"bucket1$34,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,MQ_GBM_NOISE_20140314_021553
"bucket0$242,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140512_060326
"bucket0$243,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140502_084720
"bucket0$244,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140504_083019
"bucket2$26,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,MQ_GBM_NOISE_20140323_160716
"bucket0$245,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140502_021921
"bucket0$246,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140531_054545
"bucket0$247,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140313_034254
"bucket0$248,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140323_114548
"bucket0$249,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140528_012506
"bucket0$250,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140522_092827
"bucket0$251,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140430_122639
"bucket1$35,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,MQ_GBM_NOISE_20140421_132341
"bucket0$252,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140531_025822
"bucket0$253,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140301_100619
"bucket0$254,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140502_093914
"bucket0$255,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140322_230906
"bucket2$27,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,MQ_GBM_NOISE_20140302_122533
"bucket0$256,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140517_043624
"bucket2$28,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,MQ_GBM_NOISE_20140320_224656
"bucket0$257,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140407_041020
"bucket0$258,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140508_072723
"bucket2$29,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,MQ_GBM_NOISE_20140512_044006
"bucket0$259,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140509_025811
"bucket0$260,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140323_145929
"bucket0$261,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140512_002930
"bucket0$262,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140313_184226
"bucket0$263,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140523_085037
"bucket0$264,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140523_052741
"bucket0$265,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140306_050301
"bucket0$266,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140223_022417
"bucket0$267,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140428_012823
"bucket0$268,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140514_052512
"bucket0$269,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140420_164310
"bucket0$270,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140501_193156
"bucket1$36,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,MQ_GBM_NOISE_20140516_211110
"bucket0$271,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140411_052437
"bucket1$37,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,MQ_GBM_NOISE_20140525_075319
"bucket2$30,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,MQ_GBM_NOISE_20140412_044641
"bucket0$272,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140406_014530
"bucket2$31,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,MQ_GBM_NOISE_20140528_214518
"bucket0$273,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140509_231105
"bucket0$274,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140306_220239
"bucket0$275,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140408_004009
"bucket0$276,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140321_213719
"bucket0$277,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140309_064243
"bucket1$38,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,MQ_GBM_NOISE_20140323_105841
"bucket2$32,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,MQ_GBM_NOISE_20140527_061059
"bucket0$278,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140302_175617
"bucket0$279,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140420_062927
"bucket0$280,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140513_021325
"bucket0$281,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140324_013445
"bucket0$282,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140225_031611
"bucket0$283,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140424_003839
"bucket0$284,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140509_184332
"bucket0$285,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140518_174300
"bucket1$39,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,MQ_GBM_NOISE_20140415_014723
"bucket0$286,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140528_174847
"bucket0$287,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,MQ_GBM_NOISE_20140409_021428
