trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,trace_name_original
"bucket1$121,:3,:6001",2014-03-15T22:56:42.410000,MQ,LAM,14.81292,-61.16314,1240.0,1598.0,2128.0,1598,100.0,ZNE,train,MQ_LAM_20140315_225658
"bucket0$14,:3,:6001",2014-03-15T22:56:45.899900,MQ,GBM,14.799451,-61.159276,800.0,1259.0,1721.0,1259,100.0,ZNE,dev,MQ_GBM_20140315_225658
"bucket0$15,:3,:6001",2014-03-15T22:56:45.209900,MQ,BAM,14.8171,-61.1445,670.0,1358.0,1829.0,1358,100.0,ZNE,dev,MQ_BAM_20140315_225658
"bucket1$122,:3,:6001",2014-03-15T22:56:09.790000,MQ,IA2,14.80307,-61.20515,289.0,4904.0,5499.0,4904,100.0,ZNE,train,MQ_IA2_20140315_225658
"bucket1$123,:3,:6001",2014-03-15T22:56:25.180000,WI,SAM,14.84108,-61.1638,485.0,3392.0,3997.0,3392,100.0,ZNE,train,WI_SAM_20140315_225659
"bucket2$16,:3,:6001",2014-03-15T23:13:02.380000,MQ,LAM,14.81292,-61.16314,1240.0,4404.0,4452.0,4404,100.0,ZNE,test,MQ_LAM_20140315_231346
"bucket1$124,:3,:6001",2014-03-15T23:13:33.279900,MQ,GBM,14.799451,-61.159276,800.0,1345.0,,1345,100.0,ZNE,train,MQ_GBM_20140315_231346
"bucket1$125,:3,:6001",2014-03-15T23:12:59.189900,MQ,BAM,14.8171,-61.1445,670.0,4784.0,,4784,100.0,ZNE,train,MQ_BAM_20140315_231347
"bucket1$126,:3,:6001",2014-03-15T23:55:15.560000,MQ,LAM,14.81292,-61.16314,1240.0,2015.0,2052.0,2015,100.0,ZNE,train,MQ_LAM_20140315_235535
"bucket1$127,:3,:6001",2014-03-15T23:54:42.589900,MQ,GBM,14.799451,-61.159276,800.0,5353.0,,5353,100.0,ZNE,train,MQ_GBM_20140315_235536
"bucket1$128,:3,:6001",2014-03-15T23:55:03.229900,MQ,BAM,14.8171,-61.1445,670.0,3364.0,,3364,100.0,ZNE,train,MQ_BAM_20140315_235536
"bucket1$129,:3,:6001",2014-03-16T01:03:28.480000,MQ,LAM,14.81292,-61.16314,1240.0,4195.0,4331.0,4195,100.0,ZNE,train,MQ_LAM_20140316_010410
"bucket1$130,:3,:6001",2014-03-16T01:03:34.459900,MQ,GBM,14.799451,-61.159276,800.0,3623.0,,3623,100.0,ZNE,train,MQ_GBM_20140316_010410
"bucket1$131,:3,:6001",2014-03-16T01:03:28.569900,MQ,BAM,14.8171,-61.1445,670.0,4239.0,,4239,100.0,ZNE,train,MQ_BAM_20140316_010410
"bucket0$16,:3,:6001",2014-03-16T01:17:35.559900,MQ,GBM,14.799451,-61.159276,800.0,4633.0,,4633,100.0,ZNE,dev,MQ_GBM_20140316_011821
"bucket1$132,:3,:6001",2014-03-16T01:17:35.320000,MQ,LAM,14.81292,-61.16314,1240.0,4662.0,4718.0,4662,100.0,ZNE,train,MQ_LAM_20140316_011821
"bucket1$133,:3,:6001",2014-03-16T01:18:17.289900,MQ,BAM,14.8171,-61.1445,670.0,500.0,6497.0,500,100.0,ZNE,train,MQ_BAM_20140316_011822
"bucket2$17,:3,:6001",2014-03-16T01:18:07.639900,MQ,MLM,14.7846,-61.1786,370.0,1473.0,1478.0,1473,100.0,ZNE,test,MQ_MLM_20140316_011822
"bucket1$134,:3,:6001",2014-03-16T01:18:15.880000,WI,SAM,14.84108,-61.1638,485.0,658.0,698.0,658,100.0,ZNE,train,WI_SAM_20140316_011822
"bucket1$135,:3,:6001",2014-03-16T01:18:05.860000,MQ,IA2,14.80307,-61.20515,289.0,1664.0,1755.0,1664,100.0,ZNE,train,MQ_IA2_20140316_011822
"bucket1$136,:3,:6001",2014-03-16T01:17:45.689900,MQ,CPM,14.8168,-61.2074,242.0,3694.0,,3694,100.0,ZNE,train,MQ_CPM_20140316_011822
"bucket1$137,:3,:6001",2014-03-16T01:41:41.170000,MQ,LAM,14.81292,-61.16314,1240.0,2257.0,2302.0,2257,100.0,ZNE,train,MQ_LAM_20140316_014203
"bucket0$17,:3,:6001",2014-03-16T01:41:11.529900,MQ,GBM,14.799451,-61.159276,800.0,5257.0,,5257,100.0,ZNE,dev,MQ_GBM_20140316_014204
"bucket1$138,:3,:6001",2014-03-16T01:41:33.599900,MQ,MLM,14.7846,-61.1786,370.0,3065.0,,3065,100.0,ZNE,train,MQ_MLM_20140316_014204
"bucket1$139,:3,:6001",2014-03-16T01:41:30.450000,MQ,IA2,14.80307,-61.20515,289.0,3380.0,3488.0,3380,100.0,ZNE,train,MQ_IA2_20140316_014204
"bucket1$140,:3,:6001",2014-03-16T01:41:46.929900,MQ,BAM,14.8171,-61.1445,670.0,1778.0,,1778,100.0,ZNE,train,MQ_BAM_20140316_014204
"bucket1$141,:3,:6001",2014-03-16T01:41:57.859900,MQ,CPM,14.8168,-61.2074,242.0,715.0,,715,100.0,ZNE,train,MQ_CPM_20140316_014205
"bucket1$142,:3,:6001",2014-03-16T01:42:00.250000,WI,SAM,14.84108,-61.1638,485.0,504.0,519.0,504,100.0,ZNE,train,WI_SAM_20140316_014205
"bucket2$18,:3,:6001",2014-03-16T02:20:15.110000,MQ,LAM,14.81292,-61.16314,1240.0,5240.0,5285.0,5240,100.0,ZNE,test,MQ_LAM_20140316_022107
"bucket1$143,:3,:6001",2014-03-16T02:20:57.469900,MQ,GBM,14.799451,-61.159276,800.0,1019.0,,1019,100.0,ZNE,train,MQ_GBM_20140316_022107
"bucket1$144,:3,:6001",2014-03-16T02:20:35.489900,MQ,BAM,14.8171,-61.1445,670.0,3252.0,,3252,100.0,ZNE,train,MQ_BAM_20140316_022108
"bucket2$19,:3,:6001",2014-03-16T02:20:51.830000,MQ,IA2,14.80307,-61.20515,289.0,1687.0,1714.0,1687,100.0,ZNE,test,MQ_IA2_20140316_022108
"bucket1$145,:3,:6001",2014-03-16T03:04:37.179900,MQ,GBM,14.799451,-61.159276,800.0,5001.0,,5001,100.0,ZNE,train,MQ_GBM_20140316_030527
"bucket1$146,:3,:6001",2014-03-16T03:04:50.660000,MQ,LAM,14.81292,-61.16314,1240.0,3654.0,3726.0,3654,100.0,ZNE,train,MQ_LAM_20140316_030527
"bucket1$147,:3,:6001",2014-03-16T03:05:16.089900,MQ,MLM,14.7846,-61.1786,370.0,1151.0,,1151,100.0,ZNE,train,MQ_MLM_20140316_030527
"bucket1$148,:3,:6001",2014-03-16T03:04:46.999900,MQ,BAM,14.8171,-61.1445,670.0,4060.0,,4060,100.0,ZNE,train,MQ_BAM_20140316_030527
"bucket2$20,:3,:6001",2014-03-16T03:04:43.370000,WI,SAM,14.84108,-61.1638,485.0,4444.0,4623.0,4444,100.0,ZNE,test,WI_SAM_20140316_030527
"bucket1$149,:3,:6001",2014-03-16T03:04:43.500000,MQ,IA2,14.80307,-61.20515,289.0,4435.0,4531.0,4435,100.0,ZNE,train,MQ_IA2_20140316_030527
"bucket1$150,:3,:6001",2014-03-16T03:05:09.429900,MQ,CPM,14.8168,-61.2074,242.0,1852.0,,1852,100.0,ZNE,train,MQ_CPM_20140316_030527
"bucket1$151,:3,:6001",2014-03-16T03:19:20.560000,MQ,LAM,14.81292,-61.16314,1240.0,1285.0,1398.0,1285,100.0,ZNE,train,MQ_LAM_20140316_031933
"bucket1$152,:3,:6001",2014-03-16T03:19:15.319900,MQ,GBM,14.799451,-61.159276,800.0,1821.0,,1821,100.0,ZNE,train,MQ_GBM_20140316_031933
"bucket1$153,:3,:6001",2014-03-16T03:18:53.949900,MQ,BAM,14.8171,-61.1445,670.0,4000.0,,4000,100.0,ZNE,train,MQ_BAM_20140316_031933
"bucket1$154,:3,:6001",2014-03-16T03:20:07.519900,MQ,BAM,14.8171,-61.1445,670.0,4858.0,,4858,100.0,ZNE,train,MQ_BAM_20140316_032056
"bucket1$155,:3,:6001",2014-03-16T03:20:39.500000,MQ,LAM,14.81292,-61.16314,1240.0,1673.0,1769.0,1673,100.0,ZNE,train,MQ_LAM_20140316_032056
"bucket1$156,:3,:6001",2014-03-16T03:20:07.509900,MQ,GBM,14.799451,-61.159276,800.0,4873.0,,4873,100.0,ZNE,train,MQ_GBM_20140316_032056
"bucket1$157,:3,:6001",2014-03-16T03:20:08.420000,MQ,IA2,14.80307,-61.20515,289.0,4877.0,4943.0,4877,100.0,ZNE,train,MQ_IA2_20140316_032057
"bucket1$158,:3,:6001",2014-03-16T04:20:20.320000,MQ,LAM,14.81292,-61.16314,1240.0,3117.0,3277.0,3117,100.0,ZNE,train,MQ_LAM_20140316_042051
"bucket1$159,:3,:6001",2014-03-16T04:20:26.829900,MQ,GBM,14.799451,-61.159276,800.0,2568.0,,2568,100.0,ZNE,train,MQ_GBM_20140316_042052
"bucket0$18,:3,:6001",2014-03-16T04:20:27.729900,MQ,BAM,14.8171,-61.1445,670.0,2488.0,,2488,100.0,ZNE,dev,MQ_BAM_20140316_042052
"bucket1$160,:3,:6001",2014-03-16T04:27:46.579900,MQ,BAM,14.8171,-61.1445,670.0,4732.0,,4732,100.0,ZNE,train,MQ_BAM_20140316_042833
"bucket1$161,:3,:6001",2014-03-16T04:27:52.670000,WI,SAM,14.84108,-61.1638,485.0,4168.0,4399.0,4168,100.0,ZNE,train,WI_SAM_20140316_042834
"bucket1$162,:3,:6001",2014-03-16T04:27:43.170000,MQ,LAM,14.81292,-61.16314,1240.0,5188.0,5250.0,5188,100.0,ZNE,train,MQ_LAM_20140316_042835
"bucket2$21,:3,:6001",2014-03-16T04:28:20.259900,MQ,GBM,14.799451,-61.159276,800.0,1506.0,,1506,100.0,ZNE,test,MQ_GBM_20140316_042835
"bucket1$163,:3,:6001",2014-03-16T04:27:42.730000,MQ,IA2,14.80307,-61.20515,289.0,5276.0,5380.0,5276,100.0,ZNE,train,MQ_IA2_20140316_042835
"bucket1$164,:3,:6001",2014-03-16T04:27:56.989900,MQ,MLM,14.7846,-61.1786,370.0,3953.0,,3953,100.0,ZNE,train,MQ_MLM_20140316_042836
"bucket0$19,:3,:6001",2014-03-16T04:28:32.940000,MQ,LAM,14.81292,-61.16314,1240.0,3458.0,3546.0,3458,100.0,ZNE,dev,MQ_LAM_20140316_042907
"bucket1$165,:3,:6001",2014-03-16T04:28:59.459900,MQ,BAM,14.8171,-61.1445,670.0,850.0,,850,100.0,ZNE,train,MQ_BAM_20140316_042907
"bucket1$166,:3,:6001",2014-03-16T04:28:32.159900,MQ,MLM,14.7846,-61.1786,370.0,3588.0,,3588,100.0,ZNE,train,MQ_MLM_20140316_042908
"bucket1$167,:3,:6001",2014-03-16T04:28:58.599900,MQ,GBM,14.799451,-61.159276,800.0,947.0,,947,100.0,ZNE,train,MQ_GBM_20140316_042908
"bucket1$168,:3,:6001",2014-03-16T04:28:31.140000,MQ,IA2,14.80307,-61.20515,289.0,3708.0,3859.0,3708,100.0,ZNE,train,MQ_IA2_20140316_042908
"bucket1$169,:3,:6001",2014-03-16T04:28:16.230000,WI,SAM,14.84108,-61.1638,485.0,5338.0,5393.0,5338,100.0,ZNE,train,WI_SAM_20140316_042909
"bucket2$22,:3,:6001",2014-03-16T04:57:56.040000,MQ,IA2,14.80307,-61.20515,289.0,3934.0,4087.0,3934,100.0,ZNE,test,MQ_IA2_20140316_045835
"bucket1$170,:3,:6001",2014-03-16T04:57:49.299900,MQ,BAM,14.8171,-61.1445,670.0,4619.0,,4619,100.0,ZNE,train,MQ_BAM_20140316_045835
"bucket1$171,:3,:6001",2014-03-16T04:58:08.449900,MQ,GBM,14.799451,-61.159276,800.0,2740.0,,2740,100.0,ZNE,train,MQ_GBM_20140316_045835
"bucket1$172,:3,:6001",2014-03-16T05:21:40.969900,MQ,GBM,14.799451,-61.159276,800.0,4996.0,,4996,100.0,ZNE,train,MQ_GBM_20140316_052230
"bucket1$173,:3,:6001",2014-03-16T05:22:18.859900,MQ,BAM,14.8171,-61.1445,670.0,1242.0,,1242,100.0,ZNE,train,MQ_BAM_20140316_052231
"bucket1$174,:3,:6001",2014-03-16T05:22:18.060000,MQ,LAM,14.81292,-61.16314,1240.0,1332.0,1447.0,1332,100.0,ZNE,train,MQ_LAM_20140316_052231
"bucket1$175,:3,:6001",2014-03-16T05:22:09.700000,MQ,IA2,14.80307,-61.20515,289.0,2179.0,2312.0,2179,100.0,ZNE,train,MQ_IA2_20140316_052231
"bucket1$176,:3,:6001",2014-03-16T06:18:18.530000,MQ,LAM,14.81292,-61.16314,1240.0,5275.0,5402.0,5275,100.0,ZNE,train,MQ_LAM_20140316_061911
"bucket1$177,:3,:6001",2014-03-16T06:18:20.979900,MQ,GBM,14.799451,-61.159276,800.0,5057.0,,5057,100.0,ZNE,train,MQ_GBM_20140316_061911
"bucket2$23,:3,:6001",2014-03-16T06:18:45.700000,MQ,IA2,14.80307,-61.20515,289.0,2599.0,2782.0,2599,100.0,ZNE,test,MQ_IA2_20140316_061911
"bucket1$178,:3,:6001",2014-03-16T06:18:43.109900,MQ,BAM,14.8171,-61.1445,670.0,2923.0,,2923,100.0,ZNE,train,MQ_BAM_20140316_061912
"bucket2$24,:3,:6001",2014-03-16T06:19:32.160000,MQ,LAM,14.81292,-61.16314,1240.0,4648.0,4785.0,4648,100.0,ZNE,test,MQ_LAM_20140316_062018
"bucket1$179,:3,:6001",2014-03-16T06:19:30.499900,MQ,GBM,14.799451,-61.159276,800.0,4853.0,,4853,100.0,ZNE,train,MQ_GBM_20140316_062019
"bucket1$180,:3,:6001",2014-03-16T06:19:34.789900,MQ,MLM,14.7846,-61.1786,370.0,4502.0,,4502,100.0,ZNE,train,MQ_MLM_20140316_062019
"bucket1$181,:3,:6001",2014-03-16T06:19:58.019900,MQ,BAM,14.8171,-61.1445,670.0,2184.0,,2184,100.0,ZNE,train,MQ_BAM_20140316_062019
"bucket1$182,:3,:6001",2014-03-16T06:19:49.650000,MQ,IA2,14.80307,-61.20515,289.0,3034.0,3110.0,3034,100.0,ZNE,train,MQ_IA2_20140316_062019
"bucket1$183,:3,:6001",2014-03-16T06:41:53.340000,MQ,LAM,14.81292,-61.16314,1240.0,1658.0,1940.0,1658,100.0,ZNE,train,MQ_LAM_20140316_064209
"bucket1$184,:3,:6001",2014-03-16T06:41:34.619900,MQ,GBM,14.799451,-61.159276,800.0,3567.0,,3567,100.0,ZNE,train,MQ_GBM_20140316_064210
"bucket1$185,:3,:6001",2014-03-16T06:41:38.169900,MQ,BAM,14.8171,-61.1445,670.0,3215.0,,3215,100.0,ZNE,train,MQ_BAM_20140316_064210
"bucket1$186,:3,:6001",2014-03-16T06:52:50.310000,MQ,LAM,14.81292,-61.16314,1240.0,5228.0,5342.0,5228,100.0,ZNE,train,MQ_LAM_20140316_065342
"bucket1$187,:3,:6001",2014-03-16T06:53:34.599900,MQ,GBM,14.799451,-61.159276,800.0,828.0,,828,100.0,ZNE,train,MQ_GBM_20140316_065342
"bucket0$20,:3,:6001",2014-03-16T06:53:29.890000,MQ,IA2,14.80307,-61.20515,289.0,1301.0,1466.0,1301,100.0,ZNE,dev,MQ_IA2_20140316_065342
"bucket1$188,:3,:6001",2014-03-16T06:53:37.589900,MQ,BAM,14.8171,-61.1445,670.0,566.0,,566,100.0,ZNE,train,MQ_BAM_20140316_065343
"bucket0$21,:3,:6001",2014-03-16T06:53:01.470000,WI,SAM,14.84108,-61.1638,485.0,,4308.0,4308,100.0,ZNE,dev,WI_SAM_20140316_065344
"bucket1$189,:3,:6001",2014-03-16T07:33:06.530000,MQ,LAM,14.81292,-61.16314,1240.0,905.0,972.0,905,100.0,ZNE,train,MQ_LAM_20140316_073315
"bucket1$190,:3,:6001",2014-03-16T07:32:47.829900,MQ,GBM,14.799451,-61.159276,800.0,2790.0,,2790,100.0,ZNE,train,MQ_GBM_20140316_073315
"bucket1$191,:3,:6001",2014-03-16T07:32:37.319900,MQ,BAM,14.8171,-61.1445,670.0,3859.0,,3859,100.0,ZNE,train,MQ_BAM_20140316_073315
"bucket1$192,:3,:6001",2014-03-16T07:32:57.240000,MQ,IA2,14.80307,-61.20515,289.0,1923.0,2005.0,1923,100.0,ZNE,train,MQ_IA2_20140316_073316
"bucket1$193,:3,:6001",2014-03-16T07:37:34.950000,MQ,LAM,14.81292,-61.16314,1240.0,701.0,832.0,701,100.0,ZNE,train,MQ_LAM_20140316_073741
"bucket1$194,:3,:6001",2014-03-16T07:37:23.359900,MQ,BAM,14.8171,-61.1445,670.0,1956.0,,1956,100.0,ZNE,train,MQ_BAM_20140316_073742
"bucket1$195,:3,:6001",2014-03-16T07:37:18.029900,MQ,GBM,14.799451,-61.159276,800.0,2494.0,,2494,100.0,ZNE,train,MQ_GBM_20140316_073742
"bucket1$196,:3,:6001",2014-03-16T07:37:15.089900,MQ,MLM,14.7846,-61.1786,370.0,2802.0,,2802,100.0,ZNE,train,MQ_MLM_20140316_073743
"bucket1$197,:3,:6001",2014-03-16T07:37:36.640000,MQ,IA2,14.80307,-61.20515,289.0,660.0,752.0,660,100.0,ZNE,train,MQ_IA2_20140316_073743
"bucket1$198,:3,:6001",2014-03-16T07:37:09.530000,WI,SAM,14.84108,-61.1638,485.0,3396.0,3493.0,3396,100.0,ZNE,train,WI_SAM_20140316_073743
"bucket1$199,:3,:6001",2014-03-16T07:37:26.619900,MQ,CPM,14.8168,-61.2074,242.0,1697.0,,1697,100.0,ZNE,train,MQ_CPM_20140316_073743
"bucket0$22,:3,:6001",2014-03-16T09:21:54.819900,MQ,BAM,14.8171,-61.1445,670.0,3034.0,,3034,100.0,ZNE,dev,MQ_BAM_20140316_092225
"bucket0$23,:3,:6001",2014-03-16T09:22:06.820000,MQ,LAM,14.81292,-61.16314,1240.0,1834.0,1898.0,1834,100.0,ZNE,dev,MQ_LAM_20140316_092225
"bucket1$200,:3,:6001",2014-03-16T09:22:14.789900,MQ,GBM,14.799451,-61.159276,800.0,1047.0,,1047,100.0,ZNE,train,MQ_GBM_20140316_092225
"bucket1$201,:3,:6001",2014-03-16T09:22:15.160000,MQ,IA2,14.80307,-61.20515,289.0,1031.0,1169.0,1031,100.0,ZNE,train,MQ_IA2_20140316_092225
"bucket1$202,:3,:6001",2014-03-16T10:27:05.910000,MQ,IA2,14.80307,-61.20515,289.0,3791.0,3988.0,3791,100.0,ZNE,train,MQ_IA2_20140316_102743
"bucket1$203,:3,:6001",2014-03-16T10:27:02.629900,MQ,GBM,14.799451,-61.159276,800.0,4163.0,,4163,100.0,ZNE,train,MQ_GBM_20140316_102744
"bucket0$24,:3,:6001",2014-03-16T10:27:18.690000,MQ,LAM,14.81292,-61.16314,1240.0,2561.0,2711.0,2561,100.0,ZNE,dev,MQ_LAM_20140316_102744
"bucket1$204,:3,:6001",2014-03-16T10:27:33.659900,MQ,BAM,14.8171,-61.1445,670.0,1094.0,,1094,100.0,ZNE,train,MQ_BAM_20140316_102744
"bucket1$205,:3,:6001",2014-03-16T19:37:43.219900,MQ,MLM,14.7846,-61.1786,370.0,1630.0,,1630,100.0,ZNE,train,MQ_MLM_20140316_193759
"bucket1$206,:3,:6001",2014-03-16T19:37:06.339900,MQ,GBM,14.799451,-61.159276,800.0,5342.0,,5342,100.0,ZNE,train,MQ_GBM_20140316_193759
"bucket0$25,:3,:6001",2014-03-16T19:37:32.759900,MQ,BAM,14.8171,-61.1445,670.0,2758.0,,2758,100.0,ZNE,dev,MQ_BAM_20140316_193800
"bucket1$207,:3,:6001",2014-03-16T19:37:21.430000,MQ,IA2,14.80307,-61.20515,289.0,3901.0,4261.0,3901,100.0,ZNE,train,MQ_IA2_20140316_193800
"bucket1$208,:3,:6001",2014-03-16T19:37:51.480000,MQ,LAM,14.81292,-61.16314,1240.0,1098.0,1175.0,1098,100.0,ZNE,train,MQ_LAM_20140316_193802
"bucket2$25,:3,:6001",2014-03-16T23:39:34.689900,MQ,GBM,14.799451,-61.159276,800.0,3939.0,,3939,100.0,ZNE,test,MQ_GBM_20140316_234014
"bucket0$26,:3,:6001",2014-03-16T23:39:48.170000,MQ,LAM,14.81292,-61.16314,1240.0,2596.0,2752.0,2596,100.0,ZNE,dev,MQ_LAM_20140316_234014
"bucket1$209,:3,:6001",2014-03-16T23:40:07.369900,MQ,BAM,14.8171,-61.1445,670.0,696.0,,696,100.0,ZNE,train,MQ_BAM_20140316_234014
"bucket1$210,:3,:6001",2014-03-16T23:39:26.920000,MQ,IA2,14.80307,-61.20515,289.0,4742.0,4883.0,4742,100.0,ZNE,train,MQ_IA2_20140316_234014
"bucket1$211,:3,:6001",2014-03-17T17:30:31.469900,MQ,GBM,14.799451,-61.159276,800.0,1623.0,,1623,100.0,ZNE,train,MQ_GBM_20140317_173047
"bucket1$212,:3,:6001",2014-03-17T17:30:24.210000,MQ,LAM,14.81292,-61.16314,1240.0,2349.0,3017.0,2349,100.0,ZNE,train,MQ_LAM_20140317_173047
"bucket1$213,:3,:6001",2014-03-17T17:30:11.680000,MQ,IA2,14.80307,-61.20515,289.0,3661.0,4378.0,3661,100.0,ZNE,train,MQ_IA2_20140317_173048
"bucket1$214,:3,:6001",2014-03-17T17:30:19.629900,MQ,BAM,14.8171,-61.1445,670.0,2871.0,,2871,100.0,ZNE,train,MQ_BAM_20140317_173048
"bucket1$215,:3,:6001",2014-03-17T17:32:13.060000,MQ,LAM,14.81292,-61.16314,1240.0,2872.0,3127.0,2872,100.0,ZNE,train,MQ_LAM_20140317_173241
"bucket1$216,:3,:6001",2014-03-17T17:32:13.139900,MQ,GBM,14.799451,-61.159276,800.0,2898.0,,2898,100.0,ZNE,train,MQ_GBM_20140317_173242
"bucket1$217,:3,:6001",2014-03-17T17:32:03.689900,MQ,MLM,14.7846,-61.1786,370.0,3844.0,,3844,100.0,ZNE,train,MQ_MLM_20140317_173242
"bucket1$218,:3,:6001",2014-03-17T17:31:56.750000,WI,SAM,14.84108,-61.1638,485.0,4564.0,4913.0,4564,100.0,ZNE,train,WI_SAM_20140317_173242
"bucket1$219,:3,:6001",2014-03-17T17:32:12.350000,MQ,IA2,14.80307,-61.20515,289.0,3057.0,3244.0,3057,100.0,ZNE,train,MQ_IA2_20140317_173242
"bucket0$27,:3,:6001",2014-03-17T17:32:10.579900,MQ,BAM,14.8171,-61.1445,670.0,3272.0,,3272,100.0,ZNE,dev,MQ_BAM_20140317_173243
"bucket1$220,:3,:6001",2014-03-17T17:32:18.110000,MQ,LAM,14.81292,-61.16314,1240.0,4926.0,5323.0,4926,100.0,ZNE,train,MQ_LAM_20140317_173307
"bucket1$221,:3,:6001",2014-03-17T17:33:01.839900,MQ,BAM,14.8171,-61.1445,670.0,558.0,,558,100.0,ZNE,train,MQ_BAM_20140317_173307
"bucket1$222,:3,:6001",2014-03-17T17:32:57.319900,MQ,GBM,14.799451,-61.159276,800.0,1044.0,,1044,100.0,ZNE,train,MQ_GBM_20140317_173307
"bucket1$223,:3,:6001",2014-03-17T17:33:01.660000,MQ,IA2,14.80307,-61.20515,289.0,633.0,1072.0,633,100.0,ZNE,train,MQ_IA2_20140317_173307
"bucket1$224,:3,:6001",2014-03-17T20:12:54.790000,MQ,LAM,14.81292,-61.16314,1240.0,651.0,797.0,651,100.0,ZNE,train,MQ_LAM_20140317_201301
"bucket1$225,:3,:6001",2014-03-17T20:12:29.199900,MQ,GBM,14.799451,-61.159276,800.0,3226.0,,3226,100.0,ZNE,train,MQ_GBM_20140317_201301
"bucket1$226,:3,:6001",2014-03-17T20:12:10.269900,MQ,BAM,14.8171,-61.1445,670.0,5204.0,,5204,100.0,ZNE,train,MQ_BAM_20140317_201302
"bucket1$227,:3,:6001",2014-03-17T23:53:15.920000,MQ,LAM,14.81292,-61.16314,1240.0,4008.0,4796.0,4008,100.0,ZNE,train,MQ_LAM_20140317_235356
"bucket1$228,:3,:6001",2014-03-17T23:53:42.459900,MQ,GBM,14.799451,-61.159276,800.0,1422.0,,1422,100.0,ZNE,train,MQ_GBM_20140317_235356
"bucket1$229,:3,:6001",2014-03-17T23:53:09.369900,MQ,MLM,14.7846,-61.1786,370.0,4777.0,,4777,100.0,ZNE,train,MQ_MLM_20140317_235357
"bucket1$230,:3,:6001",2014-03-17T23:53:08.779900,MQ,BAM,14.8171,-61.1445,670.0,4864.0,,4864,100.0,ZNE,train,MQ_BAM_20140317_235357
"bucket1$231,:3,:6001",2014-03-17T23:53:36.920000,MQ,IA2,14.80307,-61.20515,289.0,2179.0,2930.0,2179,100.0,ZNE,train,MQ_IA2_20140317_235358
"bucket1$232,:3,:6001",2014-03-18T00:23:53.040000,MQ,LAM,14.81292,-61.16314,1240.0,2143.0,2399.0,2143,100.0,ZNE,train,MQ_LAM_20140318_002414
"bucket1$233,:3,:6001",2014-03-18T00:23:24.209900,MQ,GBM,14.799451,-61.159276,800.0,5101.0,,5101,100.0,ZNE,train,MQ_GBM_20140318_002415
"bucket0$28,:3,:6001",2014-03-18T00:24:02.829900,MQ,BAM,14.8171,-61.1445,670.0,1266.0,,1266,100.0,ZNE,dev,MQ_BAM_20140318_002415
"bucket0$29,:3,:6001",2014-03-18T05:13:15.090000,MQ,LAM,14.81292,-61.16314,1240.0,5117.0,5294.0,5117,100.0,ZNE,dev,MQ_LAM_20140318_051406
"bucket1$234,:3,:6001",2014-03-18T05:13:38.539900,MQ,GBM,14.799451,-61.159276,800.0,2791.0,,2791,100.0,ZNE,train,MQ_GBM_20140318_051406
"bucket2$26,:3,:6001",2014-03-18T05:13:16.659900,MQ,BAM,14.8171,-61.1445,670.0,4996.0,,4996,100.0,ZNE,test,MQ_BAM_20140318_051406
"bucket1$235,:3,:6001",2014-03-18T05:13:57.100000,MQ,IA2,14.80307,-61.20515,289.0,956.0,1078.0,956,100.0,ZNE,train,MQ_IA2_20140318_051406
"bucket1$236,:3,:6001",2014-03-19T15:54:52.830000,MQ,LAM,14.81292,-61.16314,1240.0,3958.0,4338.0,3958,100.0,ZNE,train,MQ_LAM_20140319_155532
"bucket1$237,:3,:6001",2014-03-19T15:54:51.209900,MQ,GBM,14.799451,-61.159276,800.0,4136.0,,4136,100.0,ZNE,train,MQ_GBM_20140319_155532
"bucket1$238,:3,:6001",2014-03-19T15:55:07.289900,MQ,BAM,14.8171,-61.1445,670.0,2574.0,,2574,100.0,ZNE,train,MQ_BAM_20140319_155533
"bucket1$239,:3,:6001",2014-03-22T15:44:49.559900,MQ,BAM,14.8171,-61.1445,670.0,1133.0,,1133,100.0,ZNE,train,MQ_BAM_20140322_154500
"bucket1$240,:3,:6001",2014-03-22T15:44:35.119900,MQ,GBM,14.799451,-61.159276,800.0,2597.0,,2597,100.0,ZNE,train,MQ_GBM_20140322_154501
"bucket1$241,:3,:6001",2014-03-22T15:44:08.420000,MQ,LAM,14.81292,-61.16314,1240.0,5280.0,5418.0,5280,100.0,ZNE,train,MQ_LAM_20140322_154501
"bucket1$242,:3,:6001",2014-03-22T15:44:47.060000,MQ,IA2,14.80307,-61.20515,289.0,1455.0,1576.0,1455,100.0,ZNE,train,MQ_IA2_20140322_154501
"bucket2$27,:3,:6001",2014-03-22T21:47:39.440000,MQ,LAM,14.81292,-61.16314,1240.0,3632.0,3672.0,3632,100.0,ZNE,test,MQ_LAM_20140322_214815
"bucket0$30,:3,:6001",2014-03-22T21:48:04.299900,MQ,GBM,14.799451,-61.159276,800.0,1193.0,,1193,100.0,ZNE,dev,MQ_GBM_20140322_214816
"bucket1$243,:3,:6001",2014-03-22T21:47:54.689900,MQ,BAM,14.8171,-61.1445,670.0,2158.0,,2158,100.0,ZNE,train,MQ_BAM_20140322_214816
