trace_name,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,trace_name_original
"bucket0$153,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140514_221000
"bucket0$154,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140511_165900
"bucket0$155,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140512_103100
"bucket0$156,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140516_223200
"bucket0$157,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140227_214600
"bucket1$20,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,WI_SAM_NOISE_20140314_045400
"bucket0$158,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140524_001300
"bucket0$159,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140430_103000
"bucket1$21,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,WI_SAM_NOISE_20140301_112000
"bucket0$160,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140524_110700
"bucket0$161,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140504_040800
"bucket0$162,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140504_035800
"bucket0$163,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140328_225400
"bucket2$15,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140322_183400
"bucket0$164,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140425_225900
"bucket0$165,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140511_211800
"bucket0$166,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140426_020900
"bucket1$22,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140503_161000
"bucket1$23,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140421_234300
"bucket0$167,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140309_064900
"bucket0$168,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140301_201600
"bucket0$169,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140312_075500
"bucket1$24,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140424_160600
"bucket0$170,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140419_013200
"bucket0$171,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140526_054500
"bucket2$16,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140418_104500
"bucket0$172,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140521_190800
"bucket0$173,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140412_034300
"bucket2$17,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140503_165900
"bucket2$18,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140425_221800
"bucket0$174,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140413_004300
"bucket0$175,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140223_082600
"bucket0$176,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140420_185900
"bucket1$25,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140319_061900
"bucket0$177,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140316_071700
"bucket0$178,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140517_205100
"bucket0$179,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140528_000100
"bucket0$180,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140326_041000
"bucket2$19,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140312_203000
"bucket1$26,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140509_142300
"bucket0$181,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140323_213700
"bucket2$20,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140303_003800
"bucket0$182,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140304_004300
"bucket0$183,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140528_065000
"bucket2$21,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140504_111300
"bucket1$27,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140416_204300
"bucket0$184,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140416_171500
"bucket0$185,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140421_142700
"bucket0$186,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140326_071600
"bucket0$187,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140329_073500
"bucket0$188,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140510_174700
"bucket0$189,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140522_183400
"bucket0$190,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140419_181600
"bucket2$22,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140322_204800
"bucket2$23,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140427_045300
"bucket0$191,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140511_025300
"bucket0$192,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140421_005200
"bucket0$193,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140504_034500
"bucket0$194,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140223_025400
"bucket0$195,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140416_071100
"bucket0$196,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140304_220400
"bucket0$197,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140319_005700
"bucket0$198,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140508_083800
"bucket0$199,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140430_183200
"bucket0$200,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140517_193800
"bucket0$201,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140324_174300
"bucket0$202,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140413_102500
"bucket0$203,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140325_194600
"bucket0$204,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140517_212200
"bucket0$205,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140512_064100
"bucket0$206,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140417_031000
"bucket0$207,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140527_235500
"bucket0$208,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140415_065300
"bucket0$209,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140402_073000
"bucket0$210,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140321_004400
"bucket1$28,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140223_122600
"bucket0$211,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140501_035200
"bucket1$29,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140221_230000
"bucket0$212,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140526_181100
"bucket0$213,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140228_004900
"bucket0$214,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140515_204600
"bucket1$30,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140305_054200
"bucket0$215,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140413_075400
"bucket2$24,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140309_162800
"bucket0$216,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140526_162800
"bucket0$217,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140429_074100
"bucket0$218,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140223_092500
"bucket2$25,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140522_161500
"bucket0$219,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140323_211900
"bucket0$220,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140311_003100
"bucket2$26,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140301_131900
"bucket0$221,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140504_151500
"bucket1$31,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140309_102200
"bucket0$222,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140414_000900
"bucket0$223,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140510_070300
"bucket0$224,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140410_075200
"bucket1$32,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140222_224400
"bucket0$225,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140412_192100
"bucket0$226,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140430_072800
"bucket0$227,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140522_184700
"bucket0$228,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140518_122200
"bucket0$229,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140429_074300
"bucket0$230,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140513_013600
"bucket0$231,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140405_183200
"bucket0$232,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140430_234300
"bucket2$27,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140528_041800
"bucket2$28,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140430_042200
"bucket0$233,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140422_231100
"bucket0$234,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140410_072700
"bucket0$235,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,MQ_MLM_NOISE_20140505_211400
"bucket2$29,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,MQ_MLM_NOISE_20140421_063100
"bucket1$33,:3,:6001",MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,MQ_MLM_NOISE_20140516_060100
"bucket0$236,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140304_095500
"bucket2$30,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,MQ_GBM_NOISE_20140330_054200
"bucket0$237,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140307_020200
"bucket0$238,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140426_171100
"bucket0$239,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140313_235800
"bucket1$34,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,MQ_GBM_NOISE_20140507_213200
"bucket0$240,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140303_000300
"bucket0$241,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140520_062400
"bucket0$242,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140315_025800
"bucket0$243,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140412_142400
"bucket0$244,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140404_052900
"bucket0$245,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140425_051900
"bucket0$246,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140309_134600
"bucket0$247,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140329_180000
"bucket0$248,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140413_125200
"bucket0$249,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140525_153100
"bucket1$35,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,MQ_GBM_NOISE_20140404_133400
"bucket1$36,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,MQ_GBM_NOISE_20140223_082700
"bucket2$31,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,MQ_GBM_NOISE_20140429_062100
"bucket1$37,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,MQ_GBM_NOISE_20140427_123600
"bucket0$250,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140320_234800
"bucket0$251,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140521_221900
"bucket0$252,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140529_014900
"bucket0$253,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140423_040500
"bucket0$254,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140507_211800
"bucket0$255,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140427_120100
"bucket0$256,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140519_000900
"bucket0$257,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140304_113200
"bucket0$258,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140523_210000
"bucket0$259,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140420_012400
"bucket2$32,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,MQ_GBM_NOISE_20140225_042000
"bucket0$260,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140315_002200
"bucket1$38,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,MQ_GBM_NOISE_20140408_072700
"bucket2$33,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,MQ_GBM_NOISE_20140325_215900
"bucket0$261,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140410_120900
"bucket0$262,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140419_173700
"bucket0$263,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140430_040900
"bucket0$264,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140309_033900
"bucket0$265,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140502_033500
"bucket0$266,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140414_214000
"bucket2$34,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,MQ_GBM_NOISE_20140504_193400
"bucket0$267,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140226_053800
"bucket0$268,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140530_141800
"bucket0$269,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140221_003500
"bucket0$270,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140308_183500
"bucket0$271,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140507_224400
"bucket0$272,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140503_041400
"bucket0$273,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140408_233900
"bucket0$274,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140505_232000
"bucket0$275,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140427_184800
"bucket0$276,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140326_084500
"bucket0$277,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140501_173700
"bucket0$278,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140515_050200
"bucket0$279,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140227_072100
"bucket1$39,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,MQ_GBM_NOISE_20140302_181100
"bucket0$280,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140302_161400
"bucket0$281,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140524_215200
"bucket0$282,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140322_061200
"bucket0$283,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140223_084600
"bucket0$284,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140221_030200
"bucket2$35,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,MQ_GBM_NOISE_20140414_044500
"bucket0$285,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140325_113500
"bucket2$36,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,MQ_GBM_NOISE_20140512_230700
"bucket0$286,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140428_210200
"bucket0$287,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140331_194600
"bucket0$288,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140418_055600
"bucket0$289,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140422_070400
"bucket0$290,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140331_032300
"bucket0$291,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140421_103500
"bucket2$37,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,MQ_GBM_NOISE_20140424_231700
"bucket1$40,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,MQ_GBM_NOISE_20140522_125400
"bucket0$292,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140430_173400
"bucket0$293,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140518_022700
"bucket1$41,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,MQ_GBM_NOISE_20140522_144600
"bucket0$294,:3,:6001",MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,MQ_GBM_NOISE_20140329_161200
